year,state,district,writein,special,runoff,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2014,Pennsylvania,8,False,False,,Michael G. Fitzpatrick,republican,137731,222498.0,Kevin Strouse,democrat,84767,52964,0.2380425891468687
2014,Pennsylvania,8,False,False,,Michael G. Fitzpatrick,republican,137731,222498.0,Kevin Strouse,democrat,84767,52964,0.2380425891468687
2016,Pennsylvania,8,False,False,,Brian Fitzpatrick,republican,207263,380818.0,Steve Santarsiero,democrat,173555,33708,0.0885147235687389
2016,Pennsylvania,8,False,False,,Brian Fitzpatrick,republican,207263,380818.0,Steve Santarsiero,democrat,173555,33708,0.0885147235687389
2018,Pennsylvania,8,False,False,,Matthew Alton__Cartwright,democrat,135603,248166.0,John Robert__Chrin,republican,112563,23040,0.09284108217886411
2018,Pennsylvania,8,False,False,,Matthew Alton__Cartwright,democrat,135603,248166.0,John Robert__Chrin,republican,112563,23040,0.09284108217886411
2002,Pennsylvania,9,False,False,False,Bill Shuster,republican,124184,174849.0,John R. Henry,democrat,50558,73626,0.4210833347631385
2002,Pennsylvania,9,False,False,False,Bill Shuster,republican,124184,174849.0,John R. Henry,democrat,50558,73626,0.4210833347631385
2004,Pennsylvania,9,False,False,False,Bill Shuster,republican,184320,265107.0,Paul I. Politis,democrat,80787,103533,0.390532879177087
2004,Pennsylvania,9,False,False,False,Bill Shuster,republican,184320,265107.0,Paul I. Politis,democrat,80787,103533,0.390532879177087
2006,Pennsylvania,9,False,False,False,Bill Shuster,republican,121069,200820.0,Tony Barr,democrat,79610,41459,0.20644856090030872
2006,Pennsylvania,9,False,False,False,Bill Shuster,republican,121069,200820.0,Tony Barr,democrat,79610,41459,0.20644856090030872
2008,Pennsylvania,9,False,False,,Bill Shuster,republican,174951,273686.0,Tony Barr,democrat,98735,76216,0.2784797176326155
2008,Pennsylvania,9,False,False,,Bill Shuster,republican,174951,273686.0,Tony Barr,democrat,98735,76216,0.2784797176326155
2010,Pennsylvania,9,False,False,,Bill Shuster,republican,141904,194226.0,Tom Conners,democrat,52322,89582,0.4612255825687601
2010,Pennsylvania,9,False,False,,Bill Shuster,republican,141904,194226.0,Tom Conners,democrat,52322,89582,0.4612255825687601
2012,Pennsylvania,9,False,False,,Bill Shuster,republican,169177,274305.0,Karen Ramsburg,democrat,105128,64049,0.233495561509998
2012,Pennsylvania,9,False,False,,Bill Shuster,republican,169177,274305.0,Karen Ramsburg,democrat,105128,64049,0.233495561509998
2014,Pennsylvania,9,False,False,,Bill Shuster,republican,110094,173317.0,Alanna Hartzok,democrat,63223,46871,0.2704350986919921
2014,Pennsylvania,9,False,False,,Bill Shuster,republican,110094,173317.0,Alanna Hartzok,democrat,63223,46871,0.2704350986919921
2016,Pennsylvania,9,False,False,,Bill Shuster,republican,186580,294565.0,Art Halvorson,democrat,107985,78595,0.26681717108278313
2016,Pennsylvania,9,False,False,,Bill Shuster,republican,186580,294565.0,Art Halvorson,democrat,107985,78595,0.26681717108278313
2018,Pennsylvania,9,False,False,,Daniel__Meuser,republican,148723,248927.0,Dennis__Wolff,democrat,100204,48519,0.19491256472781182
2018,Pennsylvania,9,False,False,,Daniel__Meuser,republican,148723,248927.0,Dennis__Wolff,democrat,100204,48519,0.19491256472781182
2000,Pennsylvania,10,False,False,False,Don Sherwood,republican,124830,237410.0,Pat Casey,democrat,112580,12250,0.05159850048439413
2000,Pennsylvania,10,False,False,False,Don Sherwood,republican,124830,237410.0,Pat Casey,democrat,112580,12250,0.05159850048439413
2002,Pennsylvania,10,False,False,False,Don Sherwood,republican,152017,164159.0,Kurt J. Shotko,green,11613,140404,0.8552927344830317
2002,Pennsylvania,10,False,False,False,Don Sherwood,republican,152017,164159.0,Kurt J. Shotko,green,11613,140404,0.8552927344830317
2004,Pennsylvania,10,False,False,False,Don Sherwood,republican,191967,206772.0,Veronica A. Hannevig,constitution,14805,177162,0.8567987928733096
2004,Pennsylvania,10,False,False,False,Don Sherwood,republican,191967,206772.0,Veronica A. Hannevig,constitution,14805,177162,0.8567987928733096
2006,Pennsylvania,10,False,False,False,Christopher Carney,democrat,110115,208173.0,Don Sherwood,republican,97862,12253,0.05885969842390698
2006,Pennsylvania,10,False,False,False,Christopher Carney,democrat,110115,208173.0,Don Sherwood,republican,97862,12253,0.05885969842390698
2008,Pennsylvania,10,False,False,,Christopher P. Carney,democrat,160837,285518.0,Chris Hackett,republican,124681,36156,0.12663299686884888
2008,Pennsylvania,10,False,False,,Christopher P. Carney,democrat,160837,285518.0,Chris Hackett,republican,124681,36156,0.12663299686884888
2010,Pennsylvania,10,False,False,,Thomas A. Marino,republican,110599,200445.0,Christopher P. Carney,democrat,89846,20753,0.1035346354361546
2010,Pennsylvania,10,False,False,,Thomas A. Marino,republican,110599,200445.0,Christopher P. Carney,democrat,89846,20753,0.1035346354361546
2012,Pennsylvania,10,False,False,,Tom Marino,republican,179563,273790.0,Philip Scollo,democrat,94227,85336,0.31168413747762885
2012,Pennsylvania,10,False,False,,Tom Marino,republican,179563,273790.0,Philip Scollo,democrat,94227,85336,0.31168413747762885
2014,Pennsylvania,10,False,False,,Tom Marino,republican,112851,180322.0,Scott F. Brion,democrat,44737,68114,0.37773538447887667
2014,Pennsylvania,10,False,False,,Tom Marino,republican,112851,180322.0,Scott F. Brion,democrat,44737,68114,0.37773538447887667
2016,Pennsylvania,10,False,False,,Tom Marino,republican,211282,301105.0,Mike Molesevich,democrat,89823,121459,0.40337755932315966
2016,Pennsylvania,10,False,False,,Tom Marino,republican,211282,301105.0,Mike Molesevich,democrat,89823,121459,0.40337755932315966
2018,Pennsylvania,10,False,False,,Scott G__Perry,republican,149365,291033.0,George B__Scott,democrat,141668,7697,0.026447172657396267
2018,Pennsylvania,10,False,False,,Scott G__Perry,republican,149365,291033.0,George B__Scott,democrat,141668,7697,0.026447172657396267
2000,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,131948,198647.0,Stephen A. Urban,republican,66699,65249,0.32846707979481193
2000,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,131948,198647.0,Stephen A. Urban,republican,66699,65249,0.32846707979481193
2002,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,93758,168615.0,Louis J. Barletta,republican,71543,22215,0.13174984431990033
2002,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,93758,168615.0,Louis J. Barletta,republican,71543,22215,0.13174984431990033
2004,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,171147,181252.0,Kenneth C. Brenneman,constitution,10105,161042,0.888497782093439
2004,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,171147,181252.0,Kenneth C. Brenneman,constitution,10105,161042,0.888497782093439
2006,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,134340,185413.0,Joseph F. Leonardi,republican,51033,83307,0.44930506490914873
2006,Pennsylvania,11,False,False,False,Paul E. Kanjorski,democrat,134340,185413.0,Joseph F. Leonardi,republican,51033,83307,0.44930506490914873
2008,Pennsylvania,11,False,False,,Paul E. Kanjorski,democrat,146379,283530.0,Lou Barletta,republican,137151,9228,0.03254682044228119
2008,Pennsylvania,11,False,False,,Paul E. Kanjorski,democrat,146379,283530.0,Lou Barletta,republican,137151,9228,0.03254682044228119
2010,Pennsylvania,11,False,False,,Louis J. Barletta,republican,102179,186797.0,Paul E. Kanjorski,democrat,84618,17561,0.09401114578927922
2010,Pennsylvania,11,False,False,,Louis J. Barletta,republican,102179,186797.0,Paul E. Kanjorski,democrat,84618,17561,0.09401114578927922
2012,Pennsylvania,11,False,False,,Lou Barletta,republican,166967,285198.0,Gene Stilp,democrat,118231,48736,0.17088478881338576
2012,Pennsylvania,11,False,False,,Lou Barletta,republican,166967,285198.0,Gene Stilp,democrat,118231,48736,0.17088478881338576
2014,Pennsylvania,11,False,False,,Lou Barletta,republican,122464,184692.0,Andy Ostrowski,democrat,62228,60236,0.32614298399497543
2014,Pennsylvania,11,False,False,,Lou Barletta,republican,122464,184692.0,Andy Ostrowski,democrat,62228,60236,0.32614298399497543
2016,Pennsylvania,11,False,False,,Lou Barletta,republican,199421,313221.0,Mike Marsicano,democrat,113800,85621,0.27335651185584614
2016,Pennsylvania,11,False,False,,Lou Barletta,republican,199421,313221.0,Mike Marsicano,democrat,113800,85621,0.27335651185584614
2018,Pennsylvania,11,False,False,,Lloyd K__Smucker,republican,163708,277584.0,Jessica__King,democrat,113876,49832,0.1795204334543778
2018,Pennsylvania,11,False,False,,Lloyd K__Smucker,republican,163708,277584.0,Jessica__King,democrat,113876,49832,0.1795204334543778
2000,Pennsylvania,12,False,False,False,John P. Murtha,democrat,145538,205437.0,Bill Choby,republican,56575,88963,0.43304273329536547
2000,Pennsylvania,12,False,False,False,John P. Murtha,democrat,145538,205437.0,Bill Choby,republican,56575,88963,0.43304273329536547
2002,Pennsylvania,12,False,False,False,John P. Murtha,democrat,124201,169028.0,Bill Choby,republican,44818,79383,0.4696440826371962
2002,Pennsylvania,12,False,False,False,John P. Murtha,democrat,124201,169028.0,Bill Choby,republican,44818,79383,0.4696440826371962
2006,Pennsylvania,12,False,False,False,John P. Murtha,democrat,123472,203163.0,Diana Irey,republican,79612,43860,0.215885766601202
2006,Pennsylvania,12,False,False,False,John P. Murtha,democrat,123472,203163.0,Diana Irey,republican,79612,43860,0.215885766601202
2008,Pennsylvania,12,False,False,,John P. Murtha,democrat,155268,268388.0,William Russell,republican,113120,42148,0.1570412984187073
2008,Pennsylvania,12,False,False,,John P. Murtha,democrat,155268,268388.0,William Russell,republican,113120,42148,0.1570412984187073
2010,Pennsylvania,12,False,False,,Mark S. Critz,democrat,94056,185226.0,Tim Burns,republican,91170,2886,0.015580965955103443
2010,Pennsylvania,12,False,False,,Mark S. Critz,democrat,94056,185226.0,Tim Burns,republican,91170,2886,0.015580965955103443
2012,Pennsylvania,12,False,False,,Keith J. Rothfus,republican,175352,338941.0,Mark S. Critz,democrat,163589,11763,0.0347051551744994
2012,Pennsylvania,12,False,False,,Keith J. Rothfus,republican,175352,338941.0,Mark S. Critz,democrat,163589,11763,0.0347051551744994
2014,Pennsylvania,12,False,False,,Keith J. Rothfus,republican,127993,215921.0,Erin McClelland,democrat,87928,40065,0.18555397575965288
2014,Pennsylvania,12,False,False,,Keith J. Rothfus,republican,127993,215921.0,Erin McClelland,democrat,87928,40065,0.18555397575965288
2016,Pennsylvania,12,False,False,,Keith J. Rothfus,republican,221851,359204.0,Erin R. McClelland,democrat,137353,84498,0.23523680137192238
2016,Pennsylvania,12,False,False,,Keith J. Rothfus,republican,221851,359204.0,Erin R. McClelland,democrat,137353,84498,0.23523680137192238
2018,Pennsylvania,12,False,False,,Thomas A__Marino,republican,161047,243872.0,Marc__Friedenberg,democrat,82825,78222,0.3207502296286577
2018,Pennsylvania,12,False,False,,Thomas A__Marino,republican,161047,243872.0,Marc__Friedenberg,democrat,82825,78222,0.3207502296286577
2000,Pennsylvania,13,False,False,False,Joseph M. Hoeffel,democrat,146026,276751.0,Stewart J. Greenleaf,republican,126501,19525,0.07055078391767328
2000,Pennsylvania,13,False,False,False,Joseph M. Hoeffel,democrat,146026,276751.0,Stewart J. Greenleaf,republican,126501,19525,0.07055078391767328
2002,Pennsylvania,13,False,False,False,Joseph M. Hoeffel,democrat,107945,211867.0,Melissa Brown,republican,100295,7650,0.03610755804348953
2002,Pennsylvania,13,False,False,False,Joseph M. Hoeffel,democrat,107945,211867.0,Melissa Brown,republican,100295,7650,0.03610755804348953
2004,Pennsylvania,13,False,False,False,Allyson Schwartz,democrat,171763,308124.0,Melissa Brown,republican,127205,44558,0.14461061131232877
2004,Pennsylvania,13,False,False,False,Allyson Schwartz,democrat,171763,308124.0,Melissa Brown,republican,127205,44558,0.14461061131232877
2006,Pennsylvania,13,False,False,False,Allyson Y. Schwartz,democrat,147368,222860.0,Raj Peter Bhakta,republican,75492,71876,0.32251637799515387
2006,Pennsylvania,13,False,False,False,Allyson Y. Schwartz,democrat,147368,222860.0,Raj Peter Bhakta,republican,75492,71876,0.32251637799515387
2008,Pennsylvania,13,False,False,,Allyson Y. Schwartz,democrat,196868,313513.0,Marina Kats,republican,108271,88597,0.28259434218038804
2008,Pennsylvania,13,False,False,,Allyson Y. Schwartz,democrat,196868,313513.0,Marina Kats,republican,108271,88597,0.28259434218038804
2010,Pennsylvania,13,False,False,,Allyson Y. Schwartz,democrat,118710,210697.0,Carson Dee Adcock,republican,91987,26723,0.12683142142507964
2010,Pennsylvania,13,False,False,,Allyson Y. Schwartz,democrat,118710,210697.0,Carson Dee Adcock,republican,91987,26723,0.12683142142507964
2012,Pennsylvania,13,False,False,,Allyson Y. Schwartz,democrat,209901,303819.0,Joseph James Rooney,republican,93918,115983,0.3817503184461801
2012,Pennsylvania,13,False,False,,Allyson Y. Schwartz,democrat,209901,303819.0,Joseph James Rooney,republican,93918,115983,0.3817503184461801
2014,Pennsylvania,13,False,False,,Brendan F. Boyle,democrat,123601,184150.0,Carson Dee Adcock,republican,60549,63052,0.34239478685853925
2014,Pennsylvania,13,False,False,,Brendan F. Boyle,democrat,123601,184150.0,Carson Dee Adcock,republican,60549,63052,0.34239478685853925
2018,Pennsylvania,13,False,False,,John__Joyce,republican,178533,253266.0,Brent M__Ottaway,democrat,74733,103800,0.4098457747980384
2018,Pennsylvania,13,False,False,,John__Joyce,republican,178533,253266.0,Brent M__Ottaway,democrat,74733,103800,0.4098457747980384
2002,Pennsylvania,14,False,False,False,Michael F. Doyle,democrat,123323,123412.0,,,89,123234,0.9985576767251159
2002,Pennsylvania,14,False,False,False,Michael F. Doyle,democrat,123323,123412.0,,,89,123234,0.9985576767251159
2006,Pennsylvania,14,False,False,False,Michael F. Doyle,democrat,161075,179401.0,Titus North,green,17720,143355,0.7990758134012631
2006,Pennsylvania,14,False,False,False,Michael F. Doyle,democrat,161075,179401.0,Titus North,green,17720,143355,0.7990758134012631
2008,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,242326,265540.0,Titus North,green,23214,219112,0.8251562853054153
2008,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,242326,265540.0,Titus North,green,23214,219112,0.8251562853054153
2010,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,122073,177470.0,Melissa Haluszczak,republican,49997,72076,0.406130613624838
2010,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,122073,177470.0,Melissa Haluszczak,republican,49997,72076,0.406130613624838
2012,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,251932,327634.0,Hans Lessmann,republican,75702,176230,0.537886788306464
2012,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,251932,327634.0,Hans Lessmann,republican,75702,176230,0.537886788306464
2016,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,255293,343292.0,Lenny McAllister,republican,87999,167294,0.48732274565093275
2016,Pennsylvania,14,False,False,,Michael F. Doyle,democrat,255293,343292.0,Lenny McAllister,republican,87999,167294,0.48732274565093275
2018,Pennsylvania,14,False,False,,Guy L__Reschenthaler,republican,151386,261437.0,Bibiana__Boerio,democrat,110051,41335,0.15810692442156232
2018,Pennsylvania,14,False,False,,Guy L__Reschenthaler,republican,151386,261437.0,Bibiana__Boerio,democrat,110051,41335,0.15810692442156232
2000,Pennsylvania,15,False,False,False,Patrick J. Toomey,republican,118307,222171.0,Ed O'Brien,democrat,103864,14443,0.06500848445566704
2000,Pennsylvania,15,False,False,False,Patrick J. Toomey,republican,118307,222171.0,Ed O'Brien,democrat,103864,14443,0.06500848445566704
2002,Pennsylvania,15,False,False,False,Patrick J. Toomey,republican,98493,171713.0,Edward J. O'Brien,democrat,73212,25281,0.1472282238386144
2002,Pennsylvania,15,False,False,False,Patrick J. Toomey,republican,98493,171713.0,Edward J. O'Brien,democrat,73212,25281,0.1472282238386144
2004,Pennsylvania,15,False,False,False,Charles W. Dent,republican,170634,291134.0,Joe Driscoll,democrat,114646,55988,0.1923100702769171
2004,Pennsylvania,15,False,False,False,Charles W. Dent,republican,170634,291134.0,Joe Driscoll,democrat,114646,55988,0.1923100702769171
2006,Pennsylvania,15,False,False,False,Charles W. Dent,republican,106153,198173.0,Charles Dertinger,democrat,86186,19967,0.10075540058433796
2006,Pennsylvania,15,False,False,False,Charles W. Dent,republican,106153,198173.0,Charles Dertinger,democrat,86186,19967,0.10075540058433796
2008,Pennsylvania,15,False,False,,Charles W. Dent,republican,181433,309766.0,Sam Bennett,democrat,128333,53100,0.17141971681850166
2008,Pennsylvania,15,False,False,,Charles W. Dent,republican,181433,309766.0,Sam Bennett,democrat,128333,53100,0.17141971681850166
2010,Pennsylvania,15,False,False,,Charles W. Dent,republican,109534,204548.0,John B. Callahan,democrat,79766,29768,0.14553063339656225
2010,Pennsylvania,15,False,False,,Charles W. Dent,republican,109534,204548.0,John B. Callahan,democrat,79766,29768,0.14553063339656225
2012,Pennsylvania,15,False,False,,Charles W. Dent,republican,168960,297724.0,Rick Daugherty,democrat,128764,40196,0.13501094973868416
2012,Pennsylvania,15,False,False,,Charles W. Dent,republican,168960,297724.0,Rick Daugherty,democrat,128764,40196,0.13501094973868416
2016,Pennsylvania,15,False,False,,Charles W. Dent,republican,190618,326474.0,Rick Daugherty,democrat,124129,66489,0.2036578716835032
2016,Pennsylvania,15,False,False,,Charles W. Dent,republican,190618,326474.0,Rick Daugherty,democrat,124129,66489,0.2036578716835032
2018,Pennsylvania,15,False,False,,Glenn William  Thompson Jr.,republican,165245,243572.0,Susan__Boser,democrat,78327,86918,0.35684725666332745
2018,Pennsylvania,15,False,False,,Glenn William  Thompson Jr.,republican,165245,243572.0,Susan__Boser,democrat,78327,86918,0.35684725666332745
2000,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,162403,242580.0,Bob Yorczyk,democrat,80177,82226,0.33896446533102487
2000,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,162403,242580.0,Bob Yorczyk,democrat,80177,82226,0.33896446533102487
2002,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,119046,134597.0,Will Todd,green,8720,110326,0.8196765158213036
2002,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,119046,134597.0,Will Todd,green,8720,110326,0.8196765158213036
2004,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,183620,285299.0,Lois K. Herr,democrat,98410,85210,0.2986691155594656
2004,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,183620,285299.0,Lois K. Herr,democrat,98410,85210,0.2986691155594656
2006,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,115741,204669.0,Lois K. Herr,democrat,80915,34826,0.1701576692122403
2006,Pennsylvania,16,False,False,False,Joseph R. Pitts,republican,115741,204669.0,Lois K. Herr,democrat,80915,34826,0.1701576692122403
2008,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,170329,305167.0,Bruce A. Slater,democrat,120193,50136,0.16429037215688452
2008,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,170329,305167.0,Bruce A. Slater,democrat,120193,50136,0.16429037215688452
2010,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,134113,205107.0,Lois Herr,democrat,70994,63119,0.307736937305894
2010,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,134113,205107.0,Lois Herr,democrat,70994,63119,0.307736937305894
2012,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,156192,284781.0,Aryanna C. Strader,democrat,111185,45007,0.158040740077463
2012,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,156192,284781.0,Aryanna C. Strader,democrat,111185,45007,0.158040740077463
2014,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,101722,176235.0,Tom Houghton,democrat,74513,27209,0.15439044457684337
2014,Pennsylvania,16,False,False,,Joseph R. Pitts,republican,101722,176235.0,Tom Houghton,democrat,74513,27209,0.15439044457684337
2016,Pennsylvania,16,False,False,,Lloyd K. Smucker,republican,168669,313773.0,Christina Hartman,democrat,134586,34083,0.10862311288734211
2016,Pennsylvania,16,False,False,,Lloyd K. Smucker,republican,168669,313773.0,Christina Hartman,democrat,134586,34083,0.10862311288734211
2018,Pennsylvania,16,False,False,,George J  Kelly Jr.,republican,135348,262396.0,Ronald A__Dinicola,democrat,124109,11239,0.042832207808045863
2018,Pennsylvania,16,False,False,,George J  Kelly Jr.,republican,135348,262396.0,Ronald A__Dinicola,democrat,124109,11239,0.042832207808045863
2000,Pennsylvania,17,False,False,False,George W. Gekas,republican,166236,232426.0,Leslye Hess Herrmann,democrat,66190,100046,0.4304423773588153
2000,Pennsylvania,17,False,False,False,George W. Gekas,republican,166236,232426.0,Leslye Hess Herrmann,democrat,66190,100046,0.4304423773588153
2002,Pennsylvania,17,False,False,False,Tim Holden,democrat,103483,201291.0,George W. Gekas,republican,97802,5681,0.028222821686016697
2002,Pennsylvania,17,False,False,False,Tim Holden,democrat,103483,201291.0,George W. Gekas,republican,97802,5681,0.028222821686016697
2004,Pennsylvania,17,False,False,False,Tim Holden,democrat,172412,291786.0,Scott Paterno,republican,113592,58820,0.20158609391814553
2004,Pennsylvania,17,False,False,False,Tim Holden,democrat,172412,291786.0,Scott Paterno,republican,113592,58820,0.20158609391814553
2006,Pennsylvania,17,False,False,False,Tim Holden,democrat,137253,212777.0,Matthew A. Wertz,republican,75455,61798,0.29043552639618003
2006,Pennsylvania,17,False,False,False,Tim Holden,democrat,137253,212777.0,Matthew A. Wertz,republican,75455,61798,0.29043552639618003
2008,Pennsylvania,17,False,False,,Tim Holden,democrat,192699,302608.0,Toni Gilhooley,republican,109909,82790,0.2735882726167187
2008,Pennsylvania,17,False,False,,Tim Holden,democrat,192699,302608.0,Toni Gilhooley,republican,109909,82790,0.2735882726167187
2010,Pennsylvania,17,False,False,,Tim Holden,democrat,118486,213486.0,Dave Argall,republican,95000,23486,0.11001189773568293
2010,Pennsylvania,17,False,False,,Tim Holden,democrat,118486,213486.0,Dave Argall,republican,95000,23486,0.11001189773568293
2012,Pennsylvania,17,False,False,,Matthew A. Cartwright,democrat,161393,267601.0,Laureen A. Cummings,republican,106208,55185,0.2062212024618742
2012,Pennsylvania,17,False,False,,Matthew A. Cartwright,democrat,161393,267601.0,Laureen A. Cummings,republican,106208,55185,0.2062212024618742
2014,Pennsylvania,17,False,False,,Matt Cartwright,democrat,93680,165051.0,David J. Moylan,republican,71371,22309,0.135164282555089
2014,Pennsylvania,17,False,False,,Matt Cartwright,democrat,93680,165051.0,David J. Moylan,republican,71371,22309,0.135164282555089
2016,Pennsylvania,17,False,False,,Matt Cartwright,democrat,157734,293164.0,Matt Connolly,republican,135430,22304,0.07608028270865458
2016,Pennsylvania,17,False,False,,Matt Cartwright,democrat,157734,293164.0,Matt Connolly,republican,135430,22304,0.07608028270865458
2018,Pennsylvania,17,False,False,,Conor James__Lamb,democrat,183162,325579.0,Keith__Rothfus,republican,142417,40745,0.12514627786190147
2018,Pennsylvania,17,False,False,,Conor James__Lamb,democrat,183162,325579.0,Keith__Rothfus,republican,142417,40745,0.12514627786190147
2000,Pennsylvania,18,False,False,False,Michael F. Doyle,democrat,156131,224929.0,Craig C. Stephens,republican,68798,87333,0.38826918716572784
2000,Pennsylvania,18,False,False,False,Michael F. Doyle,democrat,156131,224929.0,Craig C. Stephens,republican,68798,87333,0.38826918716572784
2002,Pennsylvania,18,False,False,False,Tim Murphy,republican,119885,199349.0,Jack Machek,democrat,79451,40434,0.20283021234117055
2002,Pennsylvania,18,False,False,False,Tim Murphy,republican,119885,199349.0,Jack Machek,democrat,79451,40434,0.20283021234117055
2004,Pennsylvania,18,False,False,False,Tim Murphy,republican,197894,315314.0,Mark G. Boles,democrat,117420,80474,0.255218607483334
2004,Pennsylvania,18,False,False,False,Tim Murphy,republican,197894,315314.0,Mark G. Boles,democrat,117420,80474,0.255218607483334
2006,Pennsylvania,18,False,False,False,Tim Murphy,republican,144632,250240.0,Chad Kluko,democrat,105419,39213,0.15670156649616362
2006,Pennsylvania,18,False,False,False,Tim Murphy,republican,144632,250240.0,Chad Kluko,democrat,105419,39213,0.15670156649616362
2008,Pennsylvania,18,False,False,,Tim Murphy,republican,213349,333010.0,Steve O'Donnell,democrat,119661,93688,0.28133689678988616
2008,Pennsylvania,18,False,False,,Tim Murphy,republican,213349,333010.0,Steve O'Donnell,democrat,119661,93688,0.28133689678988616
2010,Pennsylvania,18,False,False,,Tim Murphy,republican,161888,240446.0,Dan Connolly,democrat,78558,83330,0.34656430134000976
2010,Pennsylvania,18,False,False,,Tim Murphy,republican,161888,240446.0,Dan Connolly,democrat,78558,83330,0.34656430134000976
2012,Pennsylvania,18,False,False,,Tim Murphy,republican,216727,338873.0,Larry Maggi,democrat,122146,94581,0.2791045612958247
2012,Pennsylvania,18,False,False,,Tim Murphy,republican,216727,338873.0,Larry Maggi,democrat,122146,94581,0.2791045612958247
2000,Pennsylvania,19,False,False,False,Todd Platts,republican,168722,232494.0,Jeff Sanders,democrat,61538,107184,0.4610183488606157
2000,Pennsylvania,19,False,False,False,Todd Platts,republican,168722,232494.0,Jeff Sanders,democrat,61538,107184,0.4610183488606157
2002,Pennsylvania,19,False,False,False,Todd Russell Platts,republican,143097,157145.0,Ben Price,green,7900,135197,0.8603328136434503
2002,Pennsylvania,19,False,False,False,Todd Russell Platts,republican,143097,157145.0,Ben Price,green,7900,135197,0.8603328136434503
2004,Pennsylvania,19,False,False,False,Todd Russell Platts,republican,224274,245094.0,Charles J. Steel,green,8890,215384,0.8787812023142142
2004,Pennsylvania,19,False,False,False,Todd Russell Platts,republican,224274,245094.0,Charles J. Steel,green,8890,215384,0.8787812023142142
2006,Pennsylvania,19,False,False,False,Todd Russell Platts,republican,142512,222898.0,"Philip J. Avillo, Jr.",democrat,74625,67887,0.30456531687139415
2006,Pennsylvania,19,False,False,False,Todd Russell Platts,republican,142512,222898.0,"Philip J. Avillo, Jr.",democrat,74625,67887,0.30456531687139415
2008,Pennsylvania,19,False,False,,Todd Russell Platts,republican,218862,328395.0,Philip J. Avillo Jr.,democrat,109533,109329,0.3329191979171424
2008,Pennsylvania,19,False,False,,Todd Russell Platts,republican,218862,328395.0,Philip J. Avillo Jr.,democrat,109533,109329,0.3329191979171424
2010,Pennsylvania,19,False,False,,Rodd Russell Platts,republican,165219,229756.0,Ryan S. Sanders,democrat,53549,111670,0.48603736137467574
2010,Pennsylvania,19,False,False,,Rodd Russell Platts,republican,165219,229756.0,Ryan S. Sanders,democrat,53549,111670,0.48603736137467574
2000,Pennsylvania,20,False,False,False,Frank Mascara,democrat,145131,225443.0,Ronald J. Davis,republican,80312,64819,0.2875183527543548
2000,Pennsylvania,20,False,False,False,Frank Mascara,democrat,145131,225443.0,Ronald J. Davis,republican,80312,64819,0.2875183527543548
2000,Pennsylvania,21,False,False,False,Phil English,republican,135164,222182.0,Marc A. Flitter,democrat,87018,48146,0.21669622201618494
2000,Pennsylvania,21,False,False,False,Phil English,republican,135164,222182.0,Marc A. Flitter,democrat,87018,48146,0.21669622201618494
2000,Rhode Island,1,False,False,False,Patrick J. Kennedy,democrat,123442,185251.0,Stephen Cabral,republican,61522,61920,0.33424920783153667
2000,Rhode Island,1,False,False,False,Patrick J. Kennedy,democrat,123442,185251.0,Stephen Cabral,republican,61522,61920,0.33424920783153667
2002,Rhode Island,1,False,False,False,Patrick J. Kennedy,democrat,95286,159133.0,David W. Rogers,republican,59370,35916,0.22569800104315252
2002,Rhode Island,1,False,False,False,Patrick J. Kennedy,democrat,95286,159133.0,David W. Rogers,republican,59370,35916,0.22569800104315252
2004,Rhode Island,1,False,False,False,Patrick J. Kennedy,democrat,124923,195010.0,David W. Rogers,republican,69819,55104,0.28257012460899444
2004,Rhode Island,1,False,False,False,Patrick J. Kennedy,democrat,124923,195010.0,David W. Rogers,republican,69819,55104,0.28257012460899444
