year,state,district,writein,special,runoff,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2000,Alabama,1,False,False,False,Sonny Callahan,republican,151188,165669.0,Dick Coffee,libertarian,14031,137157,0.8278977962081017
2000,Alabama,1,False,False,False,Sonny Callahan,republican,151188,165669.0,Dick Coffee,libertarian,14031,137157,0.8278977962081017
2002,Alabama,1,False,False,False,Jo Bonner,republican,108102,178687.0,Judy McCain Belk,democrat,67507,40595,0.22718496589007592
2002,Alabama,1,False,False,False,Jo Bonner,republican,108102,178687.0,Judy McCain Belk,democrat,67507,40595,0.22718496589007592
2004,Alabama,1,False,False,False,Jo Bonner,republican,161067,255164.0,Judy Belk,democrat,93938,67129,0.2630817826966187
2004,Alabama,1,False,False,False,Jo Bonner,republican,161067,255164.0,Judy Belk,democrat,93938,67129,0.2630817826966187
2006,Alabama,1,False,False,False,Jo Bonner,republican,112944,165841.0,Vivian Sheffield Beckerle,democrat,52770,60174,0.36284151687459676
2006,Alabama,1,False,False,False,Jo Bonner,republican,112944,165841.0,Vivian Sheffield Beckerle,democrat,52770,60174,0.36284151687459676
2008,Alabama,1,False,False,,Jo Bonner,republican,210660,214367.0,,,3707,206953,0.9654144527842439
2008,Alabama,1,False,False,,Jo Bonner,republican,210660,214367.0,,,3707,206953,0.9654144527842439
2010,Alabama,1,False,False,,Jo Bonner,republican,129063,156281.0,David Walter,constitution,26357,102706,0.6571880138980426
2010,Alabama,1,False,False,,Jo Bonner,republican,129063,156281.0,David Walter,constitution,26357,102706,0.6571880138980426
2012,Alabama,1,False,False,,Jo Bonner,republican,196374,200676.0,,,4302,192072,0.9571249177779106
2012,Alabama,1,False,False,,Jo Bonner,republican,196374,200676.0,,,4302,192072,0.9571249177779106
2014,Alabama,1,False,False,,Bradley Byrne,republican,103758,152234.0,Burton R. LeFlore,democrat,48278,55480,0.364438955818017
2014,Alabama,1,False,False,,Bradley Byrne,republican,103758,152234.0,Burton R. LeFlore,democrat,48278,55480,0.364438955818017
2016,Alabama,1,False,False,,Bradley Byrne,republican,208083,215893.0,,,7810,200273,0.9276493448143293
2016,Alabama,1,False,False,,Bradley Byrne,republican,208083,215893.0,,,7810,200273,0.9276493448143293
2018,Alabama,1,False,False,,Bradley Byrne,republican,153228,242617.0,Robert Kennedy Jr.,democrat,89226,64002,0.26379849721989806
2018,Alabama,1,False,False,,Bradley Byrne,republican,153228,242617.0,Robert Kennedy Jr.,democrat,89226,64002,0.26379849721989806
2000,Alabama,2,False,False,False,Terry Everett,republican,151830,222636.0,Charles Woods,democrat,64958,86872,0.39019745234373593
2000,Alabama,2,False,False,False,Terry Everett,republican,151830,222636.0,Charles Woods,democrat,64958,86872,0.39019745234373593
2002,Alabama,2,False,False,False,Terry Everett,republican,129233,187965.0,Charles Woods,democrat,55495,73738,0.39229643816668003
2002,Alabama,2,False,False,False,Terry Everett,republican,129233,187965.0,Charles Woods,democrat,55495,73738,0.39229643816668003
2004,Alabama,2,False,False,False,Terry Everett,republican,177086,247947.0,Charles D. (Chuck) James,democrat,70562,106524,0.4296240728865443
2004,Alabama,2,False,False,False,Terry Everett,republican,177086,247947.0,Charles D. (Chuck) James,democrat,70562,106524,0.4296240728865443
2006,Alabama,2,False,False,False,Terry Everett,republican,124302,178919.0,Charles (Chuck) Dean James,democrat,54450,69852,0.39041130343898633
2006,Alabama,2,False,False,False,Terry Everett,republican,124302,178919.0,Charles (Chuck) Dean James,democrat,54450,69852,0.39041130343898633
2008,Alabama,2,False,False,,Bobby Bright,democrat,144368,287394.0,Jay Love,republican,142578,1790,0.006228383334377197
2008,Alabama,2,False,False,,Bobby Bright,democrat,144368,287394.0,Jay Love,republican,142578,1790,0.006228383334377197
2010,Alabama,2,False,False,,Martha Roby,republican,111645,219028.0,Bobby Bright,democrat,106865,4780,0.021823693774312036
2010,Alabama,2,False,False,,Martha Roby,republican,111645,219028.0,Bobby Bright,democrat,106865,4780,0.021823693774312036
2012,Alabama,2,False,False,,Martha Roby,republican,180591,283953.0,Therese Ford,democrat,103092,77499,0.2729289706395073
2012,Alabama,2,False,False,,Martha Roby,republican,180591,283953.0,Therese Ford,democrat,103092,77499,0.2729289706395073
2014,Alabama,2,False,False,,Martha Roby,republican,113103,167952.0,Erick Wright,democrat,54692,58411,0.3477838906354196
2014,Alabama,2,False,False,,Martha Roby,republican,113103,167952.0,Erick Wright,democrat,54692,58411,0.3477838906354196
2016,Alabama,2,False,False,,Martha Roby,republican,134886,276584.0,Nathan Mathis,democrat,112089,22797,0.08242342290226479
2016,Alabama,2,False,False,,Martha Roby,republican,134886,276584.0,Nathan Mathis,democrat,112089,22797,0.08242342290226479
2018,Alabama,2,False,False,,Martha Roby,republican,138879,226230.0,Tabitha Isner,democrat,86931,51948,0.22962471820713432
2018,Alabama,2,False,False,,Martha Roby,republican,138879,226230.0,Tabitha Isner,democrat,86931,51948,0.22962471820713432
2000,Alabama,3,False,False,False,Bob Riley,republican,147317,169519.0,John Sophocleus,libertarian,21119,126198,0.7444475250561884
2000,Alabama,3,False,False,False,Bob Riley,republican,147317,169519.0,John Sophocleus,libertarian,21119,126198,0.7444475250561884
2002,Alabama,3,False,False,False,Mike Rogers,republican,91169,181223.0,Joe Turnham,democrat,87351,3818,0.021067965986657333
2002,Alabama,3,False,False,False,Mike Rogers,republican,91169,181223.0,Joe Turnham,democrat,87351,3818,0.021067965986657333
2004,Alabama,3,False,False,False,Mike Rogers,republican,150411,245784.0,Bill Fuller,democrat,95240,55171,0.22446945285291153
2004,Alabama,3,False,False,False,Mike Rogers,republican,150411,245784.0,Bill Fuller,democrat,95240,55171,0.22446945285291153
2006,Alabama,3,False,False,False,Mike Rogers,republican,98257,165301.0,Greg A. Pierce,democrat,63559,34698,0.20990798603759198
2006,Alabama,3,False,False,False,Mike Rogers,republican,98257,165301.0,Greg A. Pierce,democrat,63559,34698,0.20990798603759198
2008,Alabama,3,False,False,,Mike Rogers,republican,142708,264120.0,Joshua Segall,democrat,121080,21628,0.0818870210510374
2008,Alabama,3,False,False,,Mike Rogers,republican,142708,264120.0,Joshua Segall,democrat,121080,21628,0.0818870210510374
2010,Alabama,3,False,False,,Mike Rogers,republican,117736,198139.0,Steve Segrest,democrat,80204,37532,0.18942257707972687
2010,Alabama,3,False,False,,Mike Rogers,republican,117736,198139.0,Steve Segrest,democrat,80204,37532,0.18942257707972687
2012,Alabama,3,False,False,,Mike Rogers,republican,175306,273930.0,John Andrew Harris,democrat,98141,77165,0.28169605373635603
2012,Alabama,3,False,False,,Mike Rogers,republican,175306,273930.0,John Andrew Harris,democrat,98141,77165,0.28169605373635603
2014,Alabama,3,False,False,,Mike Rogers,republican,103558,156620.0,Jesse T. Smith,democrat,52816,50742,0.32398161154386407
2014,Alabama,3,False,False,,Mike Rogers,republican,103558,156620.0,Jesse T. Smith,democrat,52816,50742,0.32398161154386407
2016,Alabama,3,False,False,,Mike Rogers,republican,192164,287104.0,Jesse Smith,democrat,94549,97615,0.3399987460989746
2016,Alabama,3,False,False,,Mike Rogers,republican,192164,287104.0,Jesse Smith,democrat,94549,97615,0.3399987460989746
2018,Alabama,3,False,False,,Mike Rogers,republican,147770,231915.0,Mallory Hagan,democrat,83996,63774,0.2749886811978527
2018,Alabama,3,False,False,,Mike Rogers,republican,147770,231915.0,Mallory Hagan,democrat,83996,63774,0.2749886811978527
2000,Alabama,4,False,False,False,Robert B. Aderholt,republican,140009,231106.0,Marsha Folsom,democrat,86400,53609,0.2319671492734936
2000,Alabama,4,False,False,False,Robert B. Aderholt,republican,140009,231106.0,Marsha Folsom,democrat,86400,53609,0.2319671492734936
2002,Alabama,4,False,False,False,Robert B. Aderholt,republican,139705,161101.0,Tony Hughes McLendon,libertarian,20858,118847,0.7377173326050117
2002,Alabama,4,False,False,False,Robert B. Aderholt,republican,139705,161101.0,Tony Hughes McLendon,libertarian,20858,118847,0.7377173326050117
2004,Alabama,4,False,False,False,Robert B. Aderholt,republican,191110,255724.0,Carl Cole,democrat,64278,126832,0.4959722200497411
2004,Alabama,4,False,False,False,Robert B. Aderholt,republican,191110,255724.0,Carl Cole,democrat,64278,126832,0.4959722200497411
2006,Alabama,4,False,False,False,Robert B. Aderholt,republican,128484,183072.0,Barbara Bobo,democrat,54382,74102,0.4047697080929907
2006,Alabama,4,False,False,False,Robert B. Aderholt,republican,128484,183072.0,Barbara Bobo,democrat,54382,74102,0.4047697080929907
2008,Alabama,4,False,False,,Robert B. Aderholt,republican,196741,263167.0,Nicholas B. Sparks,democrat,66077,130664,0.4965060208916772
2008,Alabama,4,False,False,,Robert B. Aderholt,republican,196741,263167.0,Nicholas B. Sparks,democrat,66077,130664,0.4965060208916772
2010,Alabama,4,False,False,,Robert B. Aderholt,republican,167714,169721.0,,,2007,165707,0.9763494205195586
2010,Alabama,4,False,False,,Robert B. Aderholt,republican,167714,169721.0,,,2007,165707,0.9763494205195586
2012,Alabama,4,False,False,,Robert B. Aderholt,republican,199071,269118.0,Daniel H. Boman,democrat,69706,129365,0.4806999160219681
2012,Alabama,4,False,False,,Robert B. Aderholt,republican,199071,269118.0,Daniel H. Boman,democrat,69706,129365,0.4806999160219681
2014,Alabama,4,False,False,,Robert B. Aderholt,republican,132831,134752.0,,,1921,130910,0.9714883638090714
2014,Alabama,4,False,False,,Robert B. Aderholt,republican,132831,134752.0,,,1921,130910,0.9714883638090714
2016,Alabama,4,False,False,,Robert B. Aderholt,republican,235925,239444.0,,,3519,232406,0.9706069059988975
2016,Alabama,4,False,False,,Robert B. Aderholt,republican,235925,239444.0,,,3519,232406,0.9706069059988975
2018,Alabama,4,False,False,,Robert Aderholt,republican,184255,230969.0,Lee Auman,democrat,46492,137763,0.5964566673449684
2018,Alabama,4,False,False,,Robert Aderholt,republican,184255,230969.0,Lee Auman,democrat,46492,137763,0.5964566673449684
2000,Alabama,5,False,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,186059,209514.0,Alan Barksdale,libertarian,22110,163949,0.7825204998234008
2000,Alabama,5,False,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,186059,209514.0,Alan Barksdale,libertarian,22110,163949,0.7825204998234008
2002,Alabama,5,False,False,False,Robert E. (Bud) Cramer Jr.,democrat,143029,195171.0,Stephen P. Engel,republican,48226,94803,0.48574327128518063
2002,Alabama,5,False,False,False,Robert E. (Bud) Cramer Jr.,democrat,143029,195171.0,Stephen P. Engel,republican,48226,94803,0.48574327128518063
2004,Alabama,5,False,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,200999,275459.0,Gerald (Gerry) Wallace,republican,74145,126854,0.46051862527635695
2004,Alabama,5,False,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,200999,275459.0,Gerald (Gerry) Wallace,republican,74145,126854,0.46051862527635695
2006,Alabama,5,False,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,143015,145555.0,,,2540,140475,0.9650991034316925
2006,Alabama,5,False,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,143015,145555.0,,,2540,140475,0.9650991034316925
2008,Alabama,5,False,False,,Parker Griffith,democrat,158324,307282.0,Wayne Parker,republican,147314,11010,0.035830279677950494
2008,Alabama,5,False,False,,Parker Griffith,democrat,158324,307282.0,Wayne Parker,republican,147314,11010,0.035830279677950494
2010,Alabama,5,False,False,,Mo Brooks,republican,131109,226490.0,Steve Raby,democrat,95192,35917,0.15858095280144818
2010,Alabama,5,False,False,,Mo Brooks,republican,131109,226490.0,Steve Raby,democrat,95192,35917,0.15858095280144818
2012,Alabama,5,False,False,,Mo Brooks,republican,189185,291293.0,Charlie L. Holley,democrat,101772,87413,0.30008616753578016
2012,Alabama,5,False,False,,Mo Brooks,republican,189185,291293.0,Charlie L. Holley,democrat,101772,87413,0.30008616753578016
2014,Alabama,5,False,False,,Mo Brooks,republican,115338,154974.0,Mark Bray,independent,39005,76333,0.4925535896343903
2014,Alabama,5,False,False,,Mo Brooks,republican,115338,154974.0,Mark Bray,independent,39005,76333,0.4925535896343903
2016,Alabama,5,False,False,,Mo Brooks,republican,205647,308326.0,"Will Boyd, Jr.",democrat,102234,103413,0.3354014906300474
2016,Alabama,5,False,False,,Mo Brooks,republican,205647,308326.0,"Will Boyd, Jr.",democrat,102234,103413,0.3354014906300474
2018,Alabama,5,False,False,,Mo Brooks,republican,159063,260673.0,Peter Joffrion,democrat,101388,57675,0.22125421505104093
2018,Alabama,5,False,False,,Mo Brooks,republican,159063,260673.0,Peter Joffrion,democrat,101388,57675,0.22125421505104093
2000,Alabama,6,False,False,False,Spencer Bachus,republican,212751,241917.0,Terry Reagin,libertarian,28189,184562,0.7629145533385417
2000,Alabama,6,False,False,False,Spencer Bachus,republican,212751,241917.0,Terry Reagin,libertarian,28189,184562,0.7629145533385417
2002,Alabama,6,False,False,False,Spencer Bachus,republican,178171,198346.0,J. Holden McAllister,libertarian,19639,158532,0.7992699625906244
2002,Alabama,6,False,False,False,Spencer Bachus,republican,178171,198346.0,J. Holden McAllister,libertarian,19639,158532,0.7992699625906244
2004,Alabama,6,False,False,False,Spencer Bachus,republican,264819,268043.0,,,3224,261595,0.975944158213421
2004,Alabama,6,False,False,False,Spencer Bachus,republican,264819,268043.0,,,3224,261595,0.975944158213421
2006,Alabama,6,False,False,False,Spencer Bachus,republican,163514,166300.0,,,2786,160728,0.9664942874323512
2006,Alabama,6,False,False,False,Spencer Bachus,republican,163514,166300.0,,,2786,160728,0.9664942874323512
2008,Alabama,6,False,False,,Spencer Bachus,republican,280902,287237.0,,,6335,274567,0.9558900837983964
2008,Alabama,6,False,False,,Spencer Bachus,republican,280902,287237.0,,,6335,274567,0.9558900837983964
2010,Alabama,6,False,False,,Spencer Bachus,republican,205288,209364.0,,,4076,201212,0.9610630289830153
2010,Alabama,6,False,False,,Spencer Bachus,republican,205288,209364.0,,,4076,201212,0.9610630289830153
2012,Alabama,6,False,False,,Spencer Bachus,republican,219262,308102.0,Penny H. Bailey,democrat,88267,130995,0.4251676392882876
2012,Alabama,6,False,False,,Spencer Bachus,republican,219262,308102.0,Penny H. Bailey,democrat,88267,130995,0.4251676392882876
2014,Alabama,6,False,False,,Gary Palmer,republican,135945,178449.0,Mark Lester,democrat,42291,93654,0.5248222181127381
2014,Alabama,6,False,False,,Gary Palmer,republican,135945,178449.0,Mark Lester,democrat,42291,93654,0.5248222181127381
2016,Alabama,6,False,False,,Gary J. Palmer,republican,245313,329306.0,David J. Putnam,democrat,83709,161604,0.49074113438564737
2016,Alabama,6,False,False,,Gary J. Palmer,republican,245313,329306.0,David J. Putnam,democrat,83709,161604,0.49074113438564737
2018,Alabama,6,False,False,,Gary Palmer,republican,192542,278328.0,Danner Kline,democrat,85644,106898,0.38407203012273294
2018,Alabama,6,False,False,,Gary Palmer,republican,192542,278328.0,Danner Kline,democrat,85644,106898,0.38407203012273294
2000,Alabama,7,False,False,False,Earl F. Hilliard,democrat,148243,198633.0,Ed Martin,republican,46134,102109,0.5140585904658339
2000,Alabama,7,False,False,False,Earl F. Hilliard,democrat,148243,198633.0,Ed Martin,republican,46134,102109,0.5140585904658339
2002,Alabama,7,False,False,False,Artur Davis,democrat,153735,166309.0,Lauren Orth McCay,libertarian,12100,141635,0.8516376143203314
2002,Alabama,7,False,False,False,Artur Davis,democrat,153735,166309.0,Lauren Orth McCay,libertarian,12100,141635,0.8516376143203314
2004,Alabama,7,False,False,False,Artur Davis,democrat,183408,244638.0,Steve F. Cameron,republican,61019,122389,0.5002861370678309
2004,Alabama,7,False,False,False,Artur Davis,democrat,183408,244638.0,Steve F. Cameron,republican,61019,122389,0.5002861370678309
2006,Alabama,7,False,False,False,Artur Davis,democrat,133870,135164.0,,,1294,132576,0.9808528898227338
2006,Alabama,7,False,False,False,Artur Davis,democrat,133870,135164.0,,,1294,132576,0.9808528898227338
2008,Alabama,7,False,False,,Artur Davis,democrat,228518,231701.0,,,3183,225335,0.9725249351534953
2008,Alabama,7,False,False,,Artur Davis,democrat,228518,231701.0,,,3183,225335,0.9725249351534953
2010,Alabama,7,False,False,,Terri A. Sewell,democrat,136696,188724.0,Don Chamberlain,republican,51890,84806,0.44936521057205236
2010,Alabama,7,False,False,,Terri A. Sewell,democrat,136696,188724.0,Don Chamberlain,republican,51890,84806,0.44936521057205236
2012,Alabama,7,False,False,,Terri A. Sewell,democrat,232520,306558.0,Don Chamberlain,republican,73835,158685,0.517634509619713
2012,Alabama,7,False,False,,Terri A. Sewell,democrat,232520,306558.0,Don Chamberlain,republican,73835,158685,0.517634509619713
2014,Alabama,7,False,False,,Terri A. Sewell,democrat,133687,135899.0,,,2212,131475,0.9674464124092157
2014,Alabama,7,False,False,,Terri A. Sewell,democrat,133687,135899.0,,,2212,131475,0.9674464124092157
2016,Alabama,7,False,False,,Terri A. Sewell,democrat,229330,233028.0,,,3698,225632,0.968261324819335
2016,Alabama,7,False,False,,Terri A. Sewell,democrat,229330,233028.0,,,3698,225632,0.968261324819335
2018,Alabama,7,False,False,,Terri Sewell,democrat,185010,189163.0,,,4153,180857,0.9560907788521011
2018,Alabama,7,False,False,,Terri Sewell,democrat,185010,189163.0,,,4153,180857,0.9560907788521011
2000,Alaska,0,False,False,False,Don Young,republican,190862,274393.0,Clifford Mark Greene,democrat,45372,145490,0.5302248964077072
2000,Alaska,0,False,False,False,Don Young,republican,190862,274393.0,Clifford Mark Greene,democrat,45372,145490,0.5302248964077072
2002,Alaska,0,False,False,False,Don Young,republican,169685,227725.0,Clifford Greene,democrat,39357,130328,0.5723043144143155
2002,Alaska,0,False,False,False,Don Young,republican,169685,227725.0,Clifford Greene,democrat,39357,130328,0.5723043144143155
2004,Alaska,0,False,False,False,Don Young,republican,213216,299996.0,Thomas M. Higgins,democrat,67074,146142,0.4871464952866038
2004,Alaska,0,False,False,False,Don Young,republican,213216,299996.0,Thomas M. Higgins,democrat,67074,146142,0.4871464952866038
2006,Alaska,0,False,False,False,Don Young,republican,132743,234645.0,Diane E. Benson,democrat,93879,38864,0.1656289288073473
2006,Alaska,0,False,False,False,Don Young,republican,132743,234645.0,Diane E. Benson,democrat,93879,38864,0.1656289288073473
2008,Alaska,0,False,False,,Don Young,republican,158939,316978.0,Ethan A. Berkowitz,democrat,142560,16379,0.05167235581018237
2008,Alaska,0,False,False,,Don Young,republican,158939,316978.0,Ethan A. Berkowitz,democrat,142560,16379,0.05167235581018237
2010,Alaska,0,False,False,,Don Young,republican,175384,254335.0,"Harry T. Crawford, Jr.",democrat,77606,97778,0.38444571136493205
2010,Alaska,0,False,False,,Don Young,republican,175384,254335.0,"Harry T. Crawford, Jr.",democrat,77606,97778,0.38444571136493205
2012,Alaska,0,False,False,,Don Young,republican,185296,289804.0,Sharon M. Cissna,democrat,82927,102369,0.3532352900581082
2012,Alaska,0,False,False,,Don Young,republican,185296,289804.0,Sharon M. Cissna,democrat,82927,102369,0.3532352900581082
2014,Alaska,0,False,False,,Don Young,republican,142572,279741.0,Forrest Dunbar,democrat,114602,27970,0.0999853435856739
2014,Alaska,0,False,False,,Don Young,republican,142572,279741.0,Forrest Dunbar,democrat,114602,27970,0.0999853435856739
2016,Alaska,0,False,False,,Don Young,republican,155088,308198.0,Steve Lindbeck,democrat,111019,44069,0.14298924717227235
2016,Alaska,0,False,False,,Don Young,republican,155088,308198.0,Steve Lindbeck,democrat,111019,44069,0.14298924717227235
2018,Alaska,0,False,False,,Don Young,republican,149779,282166.0,Alyse S. Galvin,democrat,131199,18580,0.06584776337333342
2018,Alaska,0,False,False,,Don Young,republican,149779,282166.0,Alyse S. Galvin,democrat,131199,18580,0.06584776337333342
2000,Arizona,1,False,False,False,Jeff Flake,republican,123289,229971.0,David Mendoza,democrat,97455,25834,0.11233590322258025
2000,Arizona,1,False,False,False,Jeff Flake,republican,123289,229971.0,David Mendoza,democrat,97455,25834,0.11233590322258025
2002,Arizona,1,False,False,False,Rick Renzi,republican,85967,174687.0,George Cordova,democrat,79730,6237,0.03570385890192174
2002,Arizona,1,False,False,False,Rick Renzi,republican,85967,174687.0,George Cordova,democrat,79730,6237,0.03570385890192174
2004,Arizona,1,False,False,False,Rick Renzi,republican,148315,253351.0,Paul Babbitt,democrat,91776,56539,0.2231647003564225
2004,Arizona,1,False,False,False,Rick Renzi,republican,148315,253351.0,Paul Babbitt,democrat,91776,56539,0.2231647003564225
2006,Arizona,1,False,False,False,Rick Renzi,republican,105646,204139.0,Ellen Simon,democrat,88691,16955,0.0830561529154154
2006,Arizona,1,False,False,False,Rick Renzi,republican,105646,204139.0,Ellen Simon,democrat,88691,16955,0.0830561529154154
2008,Arizona,1,False,False,,Ann Kirkpatrick,democrat,155791,278787.0,Sydney Hay,republican,109924,45867,0.16452345338914653
2008,Arizona,1,False,False,,Ann Kirkpatrick,democrat,155791,278787.0,Sydney Hay,republican,109924,45867,0.16452345338914653
2010,Arizona,1,False,False,,Paul Gosar,republican,112816,226918.0,Ann Kirkpatrick,democrat,99233,13583,0.059858627345560966
2010,Arizona,1,False,False,,Paul Gosar,republican,112816,226918.0,Ann Kirkpatrick,democrat,99233,13583,0.059858627345560966
2012,Arizona,1,False,False,,Ann Kirkpatrick,democrat,122774,251595.0,Jonathan Paton,republican,113594,9180,0.03648721159005541
2012,Arizona,1,False,False,,Ann Kirkpatrick,democrat,122774,251595.0,Jonathan Paton,republican,113594,9180,0.03648721159005541
2014,Arizona,1,False,False,,Ann Kirkpatrick,democrat,97391,185114.0,Andy Tobin,republican,87723,9668,0.052227276164957814
2014,Arizona,1,False,False,,Ann Kirkpatrick,democrat,97391,185114.0,Andy Tobin,republican,87723,9668,0.052227276164957814
2016,Arizona,1,False,False,,Tom O'Halleran,democrat,142219,280710.0,Paul Babeu,republican,121745,20474,0.07293648249082685
2016,Arizona,1,False,False,,Tom O'Halleran,democrat,142219,280710.0,Paul Babeu,republican,121745,20474,0.07293648249082685
2018,Arizona,1,False,False,,Tom O'Halleran,democrat,143240,266089.0,Wendy Rogers,republican,122784,20456,0.07687653379132553
2018,Arizona,1,False,False,,Tom O'Halleran,democrat,143240,266089.0,Wendy Rogers,republican,122784,20456,0.07687653379132553
2000,Arizona,2,False,False,False,Ed Pastor,democrat,84034,122605.0,Bill Barenholtz,republican,32990,51044,0.416328860976306
2000,Arizona,2,False,False,False,Ed Pastor,democrat,84034,122605.0,Bill Barenholtz,republican,32990,51044,0.416328860976306
2002,Arizona,2,False,False,False,Trent Franks,republican,100359,167502.0,Randy Comacho,democrat,61217,39142,0.23368079187114188
2002,Arizona,2,False,False,False,Trent Franks,republican,100359,167502.0,Randy Comacho,democrat,61217,39142,0.23368079187114188
2004,Arizona,2,False,False,False,Trent Franks,republican,165260,279303.0,Randy Camacho,democrat,107406,57854,0.2071370518755617
2004,Arizona,2,False,False,False,Trent Franks,republican,165260,279303.0,Randy Camacho,democrat,107406,57854,0.2071370518755617
2006,Arizona,2,False,False,False,Trent Franks,republican,135150,230560.0,John Thrasher,democrat,89671,45479,0.1972545107564192
2006,Arizona,2,False,False,False,Trent Franks,republican,135150,230560.0,John Thrasher,democrat,89671,45479,0.1972545107564192
2008,Arizona,2,False,False,,Trent Franks,republican,200914,338023.0,John Thrasher,democrat,125611,75303,0.22277478159770187
2008,Arizona,2,False,False,,Trent Franks,republican,200914,338023.0,John Thrasher,democrat,125611,75303,0.22277478159770187
2010,Arizona,2,False,False,,Trent Franks,republican,173173,266894.0,John Thrasher,democrat,82891,90282,0.33826912557045125
2010,Arizona,2,False,False,,Trent Franks,republican,173173,266894.0,John Thrasher,democrat,82891,90282,0.33826912557045125
2012,Arizona,2,False,False,,Ron Barber,democrat,147338,292279.0,Martha McSally,republican,144884,2454,0.00839608730014807
2012,Arizona,2,False,False,,Ron Barber,democrat,147338,292279.0,Martha McSally,republican,144884,2454,0.00839608730014807
2014,Arizona,2,False,False,,Martha McSally,republican,109704,219351.0,Ron Barber,democrat,109543,161,0.0007339834329453399
2014,Arizona,2,False,False,,Martha McSally,republican,109704,219351.0,Ron Barber,democrat,109543,161,0.0007339834329453399
2016,Arizona,2,False,False,,Martha McSally,republican,179806,315679.0,Matt Heinz,democrat,135873,43933,0.13916985292021322
2016,Arizona,2,False,False,,Martha McSally,republican,179806,315679.0,Matt Heinz,democrat,135873,43933,0.13916985292021322
2018,Arizona,2,False,False,,Ann Kirkpatrick,democrat,161000,294152.0,Lea Marquez Peterson,republican,133083,27917,0.09490671489570024
2018,Arizona,2,False,False,,Ann Kirkpatrick,democrat,161000,294152.0,Lea Marquez Peterson,republican,133083,27917,0.09490671489570024
2000,Arizona,3,False,False,False,Bob Stump,republican,198367,301970.0,Gene Scharer,democrat,94676,103691,0.3433817928933337
2000,Arizona,3,False,False,False,Bob Stump,republican,198367,301970.0,Gene Scharer,democrat,94676,103691,0.3433817928933337
2002,Arizona,3,False,False,False,John B. Shadegg,republican,104847,155751.0,Charles Hill,democrat,47173,57674,0.3702961778736574
2002,Arizona,3,False,False,False,John B. Shadegg,republican,104847,155751.0,Charles Hill,democrat,47173,57674,0.3702961778736574
2004,Arizona,3,False,False,False,John B. Shadegg,republican,181012,225974.0,Mark Yannone,libertarian,44962,136050,0.6020604140299326
2004,Arizona,3,False,False,False,John B. Shadegg,republican,181012,225974.0,Mark Yannone,libertarian,44962,136050,0.6020604140299326
2006,Arizona,3,False,False,False,John B. Shadegg,republican,112519,189849.0,Herb Paine,democrat,72586,39933,0.2103408498332886
2006,Arizona,3,False,False,False,John B. Shadegg,republican,112519,189849.0,Herb Paine,democrat,72586,39933,0.2103408498332886
2008,Arizona,3,False,False,,John B. Shadegg,republican,148800,275161.0,Bob Lord,democrat,115759,33041,0.12007879023553486
2008,Arizona,3,False,False,,John B. Shadegg,republican,148800,275161.0,Bob Lord,democrat,115759,33041,0.12007879023553486
2010,Arizona,3,False,False,,Ben Quayle,republican,108689,208071.0,Jon Hulburd,democrat,85610,23079,0.11091886903989506
2010,Arizona,3,False,False,,Ben Quayle,republican,108689,208071.0,Jon Hulburd,democrat,85610,23079,0.11091886903989506
2012,Arizona,3,False,False,,Ra_l M. Grijalva,democrat,98468,168698.0,Gabriela Saucedo Mercer,republican,62663,35805,0.21224318012068905
2012,Arizona,3,False,False,,Ra_l M. Grijalva,democrat,98468,168698.0,Gabriela Saucedo Mercer,republican,62663,35805,0.21224318012068905
2014,Arizona,3,False,False,,Ra_l M. Grijalva,democrat,58192,104428.0,Gabby Saucedo,republican,46185,12007,0.11497874133374186
2014,Arizona,3,False,False,,Ra_l M. Grijalva,democrat,58192,104428.0,Gabby Saucedo,republican,46185,12007,0.11497874133374186
2016,Arizona,3,False,False,,Ra_l M. Grijalva,democrat,148973,151035.0,,,1303,147670,0.977720395934717
2016,Arizona,3,False,False,,Ra_l M. Grijalva,democrat,148973,151035.0,,,1303,147670,0.977720395934717
2018,Arizona,3,False,False,,Raul Grijalva,democrat,114650,179518.0,"Nicolas """"Nick"""" Pierson",republican,64868,49782,0.27730923918492856
2018,Arizona,3,False,False,,Raul Grijalva,democrat,114650,179518.0,"Nicolas """"Nick"""" Pierson",republican,64868,49782,0.27730923918492856
2000,Arizona,4,False,False,False,John B. Shadegg,republican,140396,219497.0,Ben Jankowski,democrat,71803,68593,0.31250085422579804
2000,Arizona,4,False,False,False,John B. Shadegg,republican,140396,219497.0,Ben Jankowski,democrat,71803,68593,0.31250085422579804
2002,Arizona,4,False,False,False,Ed Pastor,democrat,44517,66065.0,Jonathan Barnert,republican,18381,26136,0.3956103837130099
2002,Arizona,4,False,False,False,Ed Pastor,democrat,44517,66065.0,Jonathan Barnert,republican,18381,26136,0.3956103837130099
2004,Arizona,4,False,False,False,Ed Pastor,democrat,77150,110027.0,Don Karg,republican,28238,48912,0.4445454297581503
