year,state,district,h_writein,h_special,h_runoff,h_winner,h_party,h_winVotes,h_totalVotes,h_runnerUp,h_ruParty,h_ruVotes,h_rawMargin,h_decMargin,p_winner,p_party,p_winVotes,p_totalVotes,p_runnerUp,p_ruParty,p_ruVotes,p_rawMargin,p_decMargin,s_writein,s_winner,s_party,s_winVotes,s_totalVotes,s_runnerUp,s_ruParty,s_ruVotes,s_rawMargin,s_decMargin
2012,Alabama,1,0.0,0.0,,Jo Bonner,republican,196374.0,200676.0,,,4302.0,192072.0,0.9571249177779106,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,1,0.0,0.0,,Jo Bonner,republican,196374.0,200676.0,,,4302.0,192072.0,0.9571249177779106,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,1,0.0,0.0,,Jo Bonner,republican,196374.0,200676.0,,,4302.0,192072.0,0.9571249177779106,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,1,0.0,0.0,,Jo Bonner,republican,196374.0,200676.0,,,4302.0,192072.0,0.9571249177779106,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,2,0.0,0.0,,Martha Roby,republican,180591.0,283953.0,Therese Ford,democrat,103092.0,77499.0,0.2729289706395073,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,2,0.0,0.0,,Martha Roby,republican,180591.0,283953.0,Therese Ford,democrat,103092.0,77499.0,0.2729289706395073,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,2,0.0,0.0,,Martha Roby,republican,180591.0,283953.0,Therese Ford,democrat,103092.0,77499.0,0.2729289706395073,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,2,0.0,0.0,,Martha Roby,republican,180591.0,283953.0,Therese Ford,democrat,103092.0,77499.0,0.2729289706395073,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,3,0.0,0.0,,Mike Rogers,republican,175306.0,273930.0,John Andrew Harris,democrat,98141.0,77165.0,0.28169605373635603,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,3,0.0,0.0,,Mike Rogers,republican,175306.0,273930.0,John Andrew Harris,democrat,98141.0,77165.0,0.28169605373635603,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,3,0.0,0.0,,Mike Rogers,republican,175306.0,273930.0,John Andrew Harris,democrat,98141.0,77165.0,0.28169605373635603,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,3,0.0,0.0,,Mike Rogers,republican,175306.0,273930.0,John Andrew Harris,democrat,98141.0,77165.0,0.28169605373635603,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,4,0.0,0.0,,Robert B. Aderholt,republican,199071.0,269118.0,Daniel H. Boman,democrat,69706.0,129365.0,0.4806999160219681,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
2012,Alabama,4,0.0,0.0,,Robert B. Aderholt,republican,199071.0,269118.0,Daniel H. Boman,democrat,69706.0,129365.0,0.4806999160219681,"Romney, Mitt",republican,1255925.0,2074338.0,"Obama, Barack H.",democrat,795696.0,460229.0,0.22186789231070347,,,,,,,,,,
