year,state,district,h_writein,h_special,h_runoff,h_winner,h_party,h_winVotes,h_totalVotes,h_runnerUp,h_ruParty,h_ruVotes,h_rawMargin,h_decMargin,p_winner,p_party,p_winVotes,p_totalVotes,p_runnerUp,p_ruParty,p_ruVotes,p_rawMargin,p_decMargin,s_writein,s_winner,s_party,s_winVotes,s_totalVotes,s_runnerUp,s_ruParty,s_ruVotes,s_rawMargin,s_decMargin
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,1,0.0,0.0,,Jo Bonner,republican,210660.0,214367.0,,,3707.0,206953.0,0.965414452784244,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,2,0.0,0.0,,Bobby Bright,democrat,144368.0,287394.0,Jay Love,republican,142578.0,1790.0,0.006228383334377197,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
2008,Alabama,2,0.0,0.0,,Bobby Bright,democrat,144368.0,287394.0,Jay Love,republican,142578.0,1790.0,0.006228383334377197,"McCain, John",republican,1266546.0,2099819.0,"Obama, Barack H.",democrat,813479.0,453067.0,0.2157647873459569,0.0,Jeff Sessions,republican,1305383.0,2060191.0,Vivian Davis Figures,democrat,752391.0,552992.0,0.2684178311622563
