year,state,writein,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2002,Missouri,False,Jim Talent,republican,935032,1877620,Jean Carnahan,democrat,913778,21254,0.011319649343317584
2004,Missouri,False,Christopher S. Bond,republican,1518089,2706402,Nancy Farmer,democrat,1158261,359828,0.13295438002188886
2004,Missouri,False,Christopher S. Bond,republican,1518089,2706402,Nancy Farmer,democrat,1158261,359828,0.13295438002188886
2006,Missouri,False,Claire McCaskill,democrat,1055255,2128459,James M. Talent,republican,1006941,48314,0.022699051285460514
2006,Missouri,False,Claire McCaskill,democrat,1055255,2128459,James M. Talent,republican,1006941,48314,0.022699051285460514
2010,Missouri,False,Roy Blunt,republican,1054160,1943899,Robin Carnahan,democrat,789736,264424,0.13602764341151474
2010,Missouri,False,Roy Blunt,republican,1054160,1943899,Robin Carnahan,democrat,789736,264424,0.13602764341151474
2012,Missouri,False,Claire McCaskill,democrat,1494125,2725793,W. Todd Akin,republican,1066159,427966,0.15700605291744457
2012,Missouri,False,Claire McCaskill,democrat,1494125,2725793,W. Todd Akin,republican,1066159,427966,0.15700605291744457
2016,Missouri,False,Roy Blunt,republican,1378458,2802641,Jason Kander,democrat,1300200,78258,0.027922948390464553
2016,Missouri,False,Roy Blunt,republican,1378458,2802641,Jason Kander,democrat,1300200,78258,0.027922948390464553
2018,Missouri,False,Josh Hawley,republican,1254927,2442289,Claire McCaskill,democrat,1112935,141992,0.05813890166151514
2018,Missouri,False,Josh Hawley,republican,1254927,2442289,Claire McCaskill,democrat,1112935,141992,0.05813890166151514
2000,Montana,False,Conrad Burns,republican,208082,411601,Brian Schweitzer,democrat,194430,13652,0.03316804380941735
2000,Montana,False,Conrad Burns,republican,208082,411601,Brian Schweitzer,democrat,194430,13652,0.03316804380941735
2002,Montana,False,Max Baucus,democrat,204853,326537,Mike Taylor,republican,103611,101242,0.31004755969461345
2002,Montana,False,Max Baucus,democrat,204853,326537,Mike Taylor,republican,103611,101242,0.31004755969461345
2006,Montana,False,Jon Tester,democrat,199845,406505,Conrad Burns,republican,196283,3562,0.008762499846250382
2006,Montana,False,Jon Tester,democrat,199845,406505,Conrad Burns,republican,196283,3562,0.008762499846250382
2008,Montana,False,Max Baucus,democrat,348289,477658,Bob Kelleher,republican,129369,218920,0.4583195508083189
2008,Montana,False,Max Baucus,democrat,348289,477658,Bob Kelleher,republican,129369,218920,0.4583195508083189
2012,Montana,False,Jon Tester,democrat,236123,486066,Denny Rehberg,republican,218051,18072,0.03718013603090936
2012,Montana,False,Jon Tester,democrat,236123,486066,Denny Rehberg,republican,218051,18072,0.03718013603090936
2014,Montana,False,Steve Daines,republican,213709,369826,Amanda Curtis,democrat,148184,65525,0.17717791610108535
2014,Montana,False,Steve Daines,republican,213709,369826,Amanda Curtis,democrat,148184,65525,0.17717791610108535
2018,Montana,False,Jon Tester,democrat,253876,504384,Matt Rosendale,republican,235963,17913,0.035514607917776886
2018,Montana,False,Jon Tester,democrat,253876,504384,Matt Rosendale,republican,235963,17913,0.035514607917776886
2000,Nebraska,False,Ben Nelson,democrat,353093,692350,Don Stenberg,republican,337977,15116,0.02183288799017835
2000,Nebraska,False,Ben Nelson,democrat,353093,692350,Don Stenberg,republican,337977,15116,0.02183288799017835
2002,Nebraska,False,Chuck Hagel,republican,397438,480217,Charlie A. Matulka,democrat,70290,327148,0.6812503514036362
2002,Nebraska,False,Chuck Hagel,republican,397438,480217,Charlie A. Matulka,democrat,70290,327148,0.6812503514036362
2006,Nebraska,False,E. Benjamin Nelson,democrat,378388,592316,Pete Ricketts,republican,213928,164460,0.277655845866058
2006,Nebraska,False,E. Benjamin Nelson,democrat,378388,592316,Pete Ricketts,republican,213928,164460,0.277655845866058
2008,Nebraska,False,Mike Johanns,republican,455854,792511,Scott Kleeb,democrat,317456,138398,0.1746322763974254
2008,Nebraska,False,Mike Johanns,republican,455854,792511,Scott Kleeb,democrat,317456,138398,0.1746322763974254
2012,Nebraska,False,Deb Fischer,republican,455593,788572,Bob Kerrey,democrat,332979,122614,0.15548865544300328
2012,Nebraska,False,Deb Fischer,republican,455593,788572,Bob Kerrey,democrat,332979,122614,0.15548865544300328
2014,Nebraska,False,Ben Sasse,republican,347636,540337,Dave Domina,democrat,170127,177509,0.32851535245596725
2014,Nebraska,False,Ben Sasse,republican,347636,540337,Dave Domina,democrat,170127,177509,0.32851535245596725
2018,Nebraska,False,Deb Fischer,republican,403151,698883,Jane Raybould,democrat,269917,133234,0.1906384902766271
2018,Nebraska,False,Deb Fischer,republican,403151,698883,Jane Raybould,democrat,269917,133234,0.1906384902766271
2000,Nevada,False,John Ensign,republican,330687,600776,Ed Bernstein,democrat,238260,92427,0.15384602580662343
2000,Nevada,False,John Ensign,republican,330687,600776,Ed Bernstein,democrat,238260,92427,0.15384602580662343
2004,Nevada,False,Harry Reid,democrat,494805,810068,Richard Ziser,republican,284640,210165,0.25944118271552513
2004,Nevada,False,Harry Reid,democrat,494805,810068,Richard Ziser,republican,284640,210165,0.25944118271552513
2006,Nevada,False,John Ensign,republican,322501,582572,Jack Carter,democrat,238796,83705,0.14368181100361838
2006,Nevada,False,John Ensign,republican,322501,582572,Jack Carter,democrat,238796,83705,0.14368181100361838
2010,Nevada,False,Harry Reid,democrat,362785,721404,Sharron Angle,republican,321361,41424,0.05742136167806111
2010,Nevada,False,Harry Reid,democrat,362785,721404,Sharron Angle,republican,321361,41424,0.05742136167806111
2012,Nevada,False,Dean Heller,republican,457656,997805,Shelley Berkley,democrat,446080,11576,0.011601465216149465
2012,Nevada,False,Dean Heller,republican,457656,997805,Shelley Berkley,democrat,446080,11576,0.011601465216149465
2016,Nevada,False,Catherine Cortez Masto,democrat,521994,1108294,Joseph J. Heck,republican,495079,26915,0.02428507237249322
2016,Nevada,False,Catherine Cortez Masto,democrat,521994,1108294,Joseph J. Heck,republican,495079,26915,0.02428507237249322
2018,Nevada,False,Jacky Rosen,democrat,490071,972132,Dean Heller,republican,441202,48869,0.05026992219163651
2018,Nevada,False,Jacky Rosen,democrat,490071,972132,Dean Heller,republican,441202,48869,0.05026992219163651
2002,New Hampshire,False,John E. Sununu,republican,227229,447135,Jeanne Shaheen,democrat,207478,19751,0.04417234168651524
2002,New Hampshire,False,John E. Sununu,republican,227229,447135,Jeanne Shaheen,democrat,207478,19751,0.04417234168651524
2004,New Hampshire,False,Judd Gregg,republican,434847,657086,Doris R. Haddock,democrat,221549,213298,0.3246119990381776
2004,New Hampshire,False,Judd Gregg,republican,434847,657086,Doris R. Haddock,democrat,221549,213298,0.3246119990381776
2008,New Hampshire,False,Jeanne Shaheen,democrat,358438,694787,John E. Sununu,republican,314403,44035,0.06337913633962639
2008,New Hampshire,False,Jeanne Shaheen,democrat,358438,694787,John E. Sununu,republican,314403,44035,0.06337913633962639
2010,New Hampshire,False,Kelly Ayotte,republican,273218,454710,Paul W. Hodes,democrat,167545,105673,0.23239647247696327
2010,New Hampshire,False,Kelly Ayotte,republican,273218,454710,Paul W. Hodes,democrat,167545,105673,0.23239647247696327
2014,New Hampshire,False,Jeanne Shaheen,democrat,251184,488159,Scott P. Brown,republican,235347,15837,0.0324422985133942
2014,New Hampshire,False,Jeanne Shaheen,democrat,251184,488159,Scott P. Brown,republican,235347,15837,0.0324422985133942
2016,New Hampshire,False,Maggie Hassan,democrat,354649,739140,Kelly Ayotte,republican,353632,1017,0.0013759233704034313
2016,New Hampshire,False,Maggie Hassan,democrat,354649,739140,Kelly Ayotte,republican,353632,1017,0.0013759233704034313
2000,New Jersey,False,Jon S. Corzine,democrat,1511237,3015662,Bob Franks,republican,1420267,90970,0.030165847498824505
2000,New Jersey,False,Jon S. Corzine,democrat,1511237,3015662,Bob Franks,republican,1420267,90970,0.030165847498824505
2002,New Jersey,False,Frank R. Lautenberg,democrat,1138193,2112604,Douglas R. Forrester,republican,928439,209754,0.09928694634678337
2002,New Jersey,False,Frank R. Lautenberg,democrat,1138193,2112604,Douglas R. Forrester,republican,928439,209754,0.09928694634678337
2006,New Jersey,False,Robert Menendez,democrat,58333,101973,"Thomas H. Kean, Jr.",republican,41998,16335,0.1601894619163896
2006,New Jersey,False,Robert Menendez,democrat,58333,101973,"Thomas H. Kean, Jr.",republican,41998,16335,0.1601894619163896
2008,New Jersey,False,Frank R. Lautenberg,democrat,1951218,3482445,Dick Zimmer,republican,1461025,490193,0.14076116062134514
2008,New Jersey,False,Frank R. Lautenberg,democrat,1951218,3482445,Dick Zimmer,republican,1461025,490193,0.14076116062134514
2012,New Jersey,False,Robert Menendez,democrat,1987680,3376649,Joe Kyrillos,republican,1329534,658146,0.19491099015621693
2012,New Jersey,False,Robert Menendez,democrat,1987680,3376649,Joe Kyrillos,republican,1329534,658146,0.19491099015621693
2014,New Jersey,False,Cory A. Booker,democrat,1043866,1869535,Jeff Bell,republican,791297,252569,0.13509723005988117
2014,New Jersey,False,Cory A. Booker,democrat,1043866,1869535,Jeff Bell,republican,791297,252569,0.13509723005988117
2018,New Jersey,False,Robert Menendez,democrat,1711654,3169310,Bob Hugin,republican,1357355,354299,0.11179057902193218
2018,New Jersey,False,Robert Menendez,democrat,1711654,3169310,Bob Hugin,republican,1357355,354299,0.11179057902193218
2000,New Mexico,False,Jeff Bingaman,democrat,363744,589526,Bill Redmond,republican,225517,138227,0.23447142280408323
2000,New Mexico,False,Jeff Bingaman,democrat,363744,589526,Bill Redmond,republican,225517,138227,0.23447142280408323
2002,New Mexico,False,Pete V. Domenici,republican,314193,483056,Gloria Tristani,democrat,168863,145330,0.3008553873670961
2002,New Mexico,False,Pete V. Domenici,republican,314193,483056,Gloria Tristani,democrat,168863,145330,0.3008553873670961
2006,New Mexico,False,Jeff Bingaman,democrat,394365,558550,Allen W. McCulloch,republican,163826,230539,0.41274550174559127
2006,New Mexico,False,Jeff Bingaman,democrat,394365,558550,Allen W. McCulloch,republican,163826,230539,0.41274550174559127
2008,New Mexico,False,Tom Udall,democrat,505128,823650,Steve Pearce,republican,318522,186606,0.22655982516845752
2008,New Mexico,False,Tom Udall,democrat,505128,823650,Steve Pearce,republican,318522,186606,0.22655982516845752
2012,New Mexico,False,Martin Heinrich,democrat,395717,775793,Heather A. Wilson,republican,351260,44457,0.05730523477267779
2012,New Mexico,False,Martin Heinrich,democrat,395717,775793,Heather A. Wilson,republican,351260,44457,0.05730523477267779
2014,New Mexico,False,Tom Udall,democrat,286409,515506,Allen E. Weh,republican,229097,57312,0.11117620357474012
2014,New Mexico,False,Tom Udall,democrat,286409,515506,Allen E. Weh,republican,229097,57312,0.11117620357474012
2018,New Mexico,False,Martin T Heinrich,democrat,376998,697012,Mick Rich,republican,212813,164185,0.2355554854148852
2018,New Mexico,False,Martin T Heinrich,democrat,376998,697012,Mick Rich,republican,212813,164185,0.2355554854148852
2000,New York,False,Hillary Rodham Clinton,democrat,3562415,6959662,Rick Lazio,republican,2724589,837826,0.12038314504353803
2000,New York,False,Hillary Rodham Clinton,democrat,3562415,6959662,Rick Lazio,republican,2724589,837826,0.12038314504353803
2004,New York,False,Charles E. Schumer,democrat,4384907,7447818,Howard Mills,republican,1625069,2759838,0.3705565844922634
2004,New York,False,Charles E. Schumer,democrat,4384907,7447818,Howard Mills,republican,1625069,2759838,0.3705565844922634
2006,New York,False,Hillary Rodham Clinton,democrat,2698931,4700632,John Spencer,republican,1212902,1486029,0.3161338730621755
2006,New York,False,Hillary Rodham Clinton,democrat,2698931,4700632,John Spencer,republican,1212902,1486029,0.3161338730621755
2010,New York,False,Charles E. Schumer,democrat,3047880,4763899,Kirsten E. Gillibrand,democrat,2837684,210196,0.04412268186206303
2010,New York,False,Charles E. Schumer,democrat,3047880,4763899,Kirsten E. Gillibrand,democrat,2837684,210196,0.04412268186206303
2012,New York,False,Kirsten E. Gillibrand,democrat,4420043,7116628,Wendy Long,republican,1514647,2905396,0.40825458349094546
2012,New York,False,Kirsten E. Gillibrand,democrat,4420043,7116628,Wendy Long,republican,1514647,2905396,0.40825458349094546
2016,New York,False,Charles E. Schumer,democrat,4784220,7800725,Wendy Long,republican,1723927,3060293,0.3923087918110176
2016,New York,False,Charles E. Schumer,democrat,4784220,7800725,Wendy Long,republican,1723927,3060293,0.3923087918110176
2018,New York,False,Kirsten E. Gillibrand,democrat,3755489,6055151,Chele Chiavacci Farley,republican,1730439,2025050,0.33443426926925524
2018,New York,False,Kirsten E. Gillibrand,democrat,3755489,6055151,Chele Chiavacci Farley,republican,1730439,2025050,0.33443426926925524
2002,North Carolina,False,Elizabeth H. Dole,republican,1248664,2331181,Erskine B. Bowles,democrat,1047983,200681,0.08608555062862988
2002,North Carolina,False,Elizabeth H. Dole,republican,1248664,2331181,Erskine B. Bowles,democrat,1047983,200681,0.08608555062862988
2004,North Carolina,False,Richard Burr,republican,1791450,3472082,Erskine Bowles,democrat,1632527,158923,0.045771672443219946
2004,North Carolina,False,Richard Burr,republican,1791450,3472082,Erskine Bowles,democrat,1632527,158923,0.045771672443219946
2008,North Carolina,False,Kay Hagan,democrat,2249311,4271970,Elizabeth Dole,republican,1887510,361801,0.08469184006441993
2008,North Carolina,False,Kay Hagan,democrat,2249311,4271970,Elizabeth Dole,republican,1887510,361801,0.08469184006441993
2010,North Carolina,False,Richard Burr,republican,1458046,2660079,Elaine Marshall,democrat,1145074,312972,0.11765515234697915
2010,North Carolina,False,Richard Burr,republican,1458046,2660079,Elaine Marshall,democrat,1145074,312972,0.11765515234697915
2014,North Carolina,False,Thom Tillis,republican,1423259,2915281,Kay R. Hagan,democrat,1377651,45608,0.015644461031372237
2014,North Carolina,False,Thom Tillis,republican,1423259,2915281,Kay R. Hagan,democrat,1377651,45608,0.015644461031372237
2016,North Carolina,False,Richard Burr,republican,2395376,4691133,Deborah K. Ross,democrat,2128165,267211,0.05696086638345155
2016,North Carolina,False,Richard Burr,republican,2395376,4691133,Deborah K. Ross,democrat,2128165,267211,0.05696086638345155
2000,North Dakota,False,Kent Conrad,democratic-nonpartisan league,176470,287539,Duane Sand,republican,111069,65401,0.22745088492343646
2000,North Dakota,False,Kent Conrad,democratic-nonpartisan league,176470,287539,Duane Sand,republican,111069,65401,0.22745088492343646
2004,North Dakota,False,Byron L. Dorgan,democrat,212143,310696,Mike Liffrig,republican,98553,113590,0.36559852717769137
2004,North Dakota,False,Byron L. Dorgan,democrat,212143,310696,Mike Liffrig,republican,98553,113590,0.36559852717769137
2006,North Dakota,False,Kent Conrad,democrat,150146,218152,Dwight Grotberg,republican,64417,85729,0.39297829036635007
2006,North Dakota,False,Kent Conrad,democrat,150146,218152,Dwight Grotberg,republican,64417,85729,0.39297829036635007
2010,North Dakota,False,John Hoeven,republican,181689,238534,Tracy Potter,democratic-nonpartisan league,52955,128734,0.5396882624699204
2010,North Dakota,False,John Hoeven,republican,181689,238534,Tracy Potter,democratic-nonpartisan league,52955,128734,0.5396882624699204
2012,North Dakota,False,Heidi Heitkamp,democrat,161337,321144,Rick Berg,republican,158401,2936,0.009142316219515223
2012,North Dakota,False,Heidi Heitkamp,democrat,161337,321144,Rick Berg,republican,158401,2936,0.009142316219515223
2016,North Dakota,False,John Hoeven,republican,268788,342501,Eliot Glassheim,democrat,58116,210672,0.6150989340177109
2016,North Dakota,False,John Hoeven,republican,268788,342501,Eliot Glassheim,democrat,58116,210672,0.6150989340177109
2018,North Dakota,False,Kevin Cramer,republican,179720,326138,Heidi Heitkamp,democratic-npl,144376,35344,0.108371302945379
2018,North Dakota,False,Kevin Cramer,republican,179720,326138,Heidi Heitkamp,democratic-npl,144376,35344,0.108371302945379
2000,Ohio,False,Mike DeWine,republican,2665512,4448801,Ted Celeste,democrat,1595066,1070446,0.24061449365795406
2000,Ohio,False,Mike DeWine,republican,2665512,4448801,Ted Celeste,democrat,1595066,1070446,0.24061449365795406
2004,Ohio,False,George V. Voinovich,republican,3464356,5425823,Eric D. Fingerhut,democrat,1961171,1503185,0.2770427638350901
2004,Ohio,False,George V. Voinovich,republican,3464356,5425823,Eric D. Fingerhut,democrat,1961171,1503185,0.2770427638350901
2006,Ohio,False,Sherrod Brown,democrat,2257369,4019236,Mike DeWine,republican,1761037,496332,0.12348914072226663
2006,Ohio,False,Sherrod Brown,democrat,2257369,4019236,Mike DeWine,republican,1761037,496332,0.12348914072226663
2010,Ohio,False,Rob Portman,republican,2168742,3815098,Lee Fisher,democrat,1503297,665445,0.17442409080972499
2010,Ohio,False,Rob Portman,republican,2168742,3815098,Lee Fisher,democrat,1503297,665445,0.17442409080972499
2012,Ohio,False,Sherrod Brown,democrat,2762690,5449018,Josh Mandel,republican,2435712,326978,0.06000677553276568
2012,Ohio,False,Sherrod Brown,democrat,2762690,5449018,Josh Mandel,republican,2435712,326978,0.06000677553276568
2016,Ohio,False,Rob Portman,republican,3118567,5374164,Ted Strickland,democrat,1996908,1121659,0.20871320637033036
2016,Ohio,False,Rob Portman,republican,3118567,5374164,Ted Strickland,democrat,1996908,1121659,0.20871320637033036
2018,Ohio,False,Sherrod Brown,democrat,2355923,4410898,Jim Renacci,republican,2053963,301960,0.06845771541305196
2018,Ohio,False,Sherrod Brown,democrat,2355923,4410898,Jim Renacci,republican,2053963,301960,0.06845771541305196
2002,Oklahoma,False,James M. Inhofe,republican,583579,1018424,David Walters,democrat,369789,213790,0.20992238988869077
2002,Oklahoma,False,James M. Inhofe,republican,583579,1018424,David Walters,democrat,369789,213790,0.20992238988869077
2004,Oklahoma,False,Tom Coburn,republican,763433,1446846,Brad Carson,democrat,596750,166683,0.11520438249820647
2004,Oklahoma,False,Tom Coburn,republican,763433,1446846,Brad Carson,democrat,596750,166683,0.11520438249820647
2008,Oklahoma,False,James M. Inhofe,republican,763375,1346819,Andrew Rice,democrat,527736,235639,0.1749596642162013
2008,Oklahoma,False,James M. Inhofe,republican,763375,1346819,Andrew Rice,democrat,527736,235639,0.1749596642162013
2010,Oklahoma,False,Thomas A. Coburn,republican,718482,1017151,Jim Rogers,democrat,265814,452668,0.445035201263136
2010,Oklahoma,False,Thomas A. Coburn,republican,718482,1017151,Jim Rogers,democrat,265814,452668,0.445035201263136
2014,Oklahoma,False,James M. Inhofe,republican,558166,820733,James Lankford,republican,557002,1164,0.001418244422973114
2014,Oklahoma,False,James M. Inhofe,republican,558166,820733,James Lankford,republican,557002,1164,0.001418244422973114
2016,Oklahoma,False,James Lankford,republican,980892,1448047,Mike Workman,democrat,355911,624981,0.43160270350340846
2016,Oklahoma,False,James Lankford,republican,980892,1448047,Mike Workman,democrat,355911,624981,0.43160270350340846
2002,Oregon,False,Gordon Smith,republican,712287,1267221,Bill Bradbury,democrat,501898,210389,0.16602392163639967
2002,Oregon,False,Gordon Smith,republican,712287,1267221,Bill Bradbury,democrat,501898,210389,0.16602392163639967
2004,Oregon,False,Ron Wyden,democrat,1128728,1780550,Al King,republican,565254,563474,0.31646064418297715
2004,Oregon,False,Ron Wyden,democrat,1128728,1780550,Al King,republican,565254,563474,0.31646064418297715
2008,Oregon,False,Jeff Merkley,democrat,864392,1767504,Gordon H. Smith,republican,805159,59233,0.03351222967529349
2008,Oregon,False,Jeff Merkley,democrat,864392,1767504,Gordon H. Smith,republican,805159,59233,0.03351222967529349
2010,Oregon,False,Ron Wyden,democrat,825507,1442588,Jim Huffman,republican,566199,259308,0.17975194580850523
2010,Oregon,False,Ron Wyden,democrat,825507,1442588,Jim Huffman,republican,566199,259308,0.17975194580850523
2014,Oregon,False,Jeff Merkley,democrat,814537,1461618,Monica Wehby,republican,538847,275690,0.18861973511546792
2014,Oregon,False,Jeff Merkley,democrat,814537,1461618,Monica Wehby,republican,538847,275690,0.18861973511546792
2016,Oregon,False,Ron Wyden,democrat,1105119,1952478,Mark Callahan,republican,651106,454013,0.23253168537622448
2016,Oregon,False,Ron Wyden,democrat,1105119,1952478,Mark Callahan,republican,651106,454013,0.23253168537622448
2000,Pennsylvania,False,Rick Santorum,republican,2481962,4735116,Ron Klink,democrat,2154908,327054,0.06906990240577005
2000,Pennsylvania,False,Rick Santorum,republican,2481962,4735116,Ron Klink,democrat,2154908,327054,0.06906990240577005
2004,Pennsylvania,False,Arlen Specter,republican,2925080,5559105,Joseph M. Hoeffel,democrat,2334126,590954,0.1063038025005823
2004,Pennsylvania,False,Arlen Specter,republican,2925080,5559105,Joseph M. Hoeffel,democrat,2334126,590954,0.1063038025005823
2006,Pennsylvania,False,"Bob Casey, Jr.",democrat,2392984,4081043,Rick Santorum,republican,1684778,708206,0.17353553981175884
2006,Pennsylvania,False,"Bob Casey, Jr.",democrat,2392984,4081043,Rick Santorum,republican,1684778,708206,0.17353553981175884
2010,Pennsylvania,False,Pat Toomey,republican,2028945,3977661,Joe Sestak,democrat,1948716,80229,0.020169893814480366
2010,Pennsylvania,False,Pat Toomey,republican,2028945,3977661,Joe Sestak,democrat,1948716,80229,0.020169893814480366
2012,Pennsylvania,False,"Robert P. Casey, Jr.",democrat,3021364,5627422,Tom Smith,republican,2509132,512232,0.09102427363720017
2012,Pennsylvania,False,"Robert P. Casey, Jr.",democrat,3021364,5627422,Tom Smith,republican,2509132,512232,0.09102427363720017
2016,Pennsylvania,False,Patrick J. Toomey,republican,2951702,6051856,Katie McGinty,democrat,2865012,86690,0.014324531185143874
2016,Pennsylvania,False,Patrick J. Toomey,republican,2951702,6051856,Katie McGinty,democrat,2865012,86690,0.014324531185143874
2018,Pennsylvania,False,Robert P Casey Jr,democrat,2777680,4994643,Louis J. Barletta,republican,2134848,642832,0.1287042937803563
2018,Pennsylvania,False,Robert P Casey Jr,democrat,2777680,4994643,Louis J. Barletta,republican,2134848,642832,0.1287042937803563
2000,Rhode Island,False,Lincoln D. Chafee,republican,222588,391353,Robert A. Weygand,democrat,161023,61565,0.1573132185009441
2000,Rhode Island,False,Lincoln D. Chafee,republican,222588,391353,Robert A. Weygand,democrat,161023,61565,0.1573132185009441
2002,Rhode Island,False,Jack Reed,democrat,253774,323582,Robert G. Tingle,republican,69808,183966,0.5685297698883127
2002,Rhode Island,False,Jack Reed,democrat,253774,323582,Robert G. Tingle,republican,69808,183966,0.5685297698883127
2006,Rhode Island,False,Sheldon Whitehouse,democrat,206043,384993,Lincoln Chafee,republican,178950,27093,0.07037270807521173
2006,Rhode Island,False,Sheldon Whitehouse,democrat,206043,384993,Lincoln Chafee,republican,178950,27093,0.07037270807521173
2008,Rhode Island,False,Jack Reed,democrat,320644,438812,Robert G. Tingle,republican,116174,204470,0.4659626445949518
2008,Rhode Island,False,Jack Reed,democrat,320644,438812,Robert G. Tingle,republican,116174,204470,0.4659626445949518
2012,Rhode Island,False,Sheldon Whitehouse,democrat,271034,418189,Benjamin Barrett Hinckley III,republican,146222,124812,0.2984583525630755
2012,Rhode Island,False,Sheldon Whitehouse,democrat,271034,418189,Benjamin Barrett Hinckley III,republican,146222,124812,0.2984583525630755
2014,Rhode Island,False,Jack Reed,democrat,223675,316898,Mark S. Zaccaria,republican,92684,130991,0.4133538236277919
2014,Rhode Island,False,Jack Reed,democrat,223675,316898,Mark S. Zaccaria,republican,92684,130991,0.4133538236277919
2018,Rhode Island,False,Sheldon Whitehouse,democrat,231477,376738,"Robert G. Flanders, Jr.",republican,144421,87056,0.23107836215088468
2018,Rhode Island,False,Sheldon Whitehouse,democrat,231477,376738,"Robert G. Flanders, Jr.",republican,144421,87056,0.23107836215088468
2002,South Carolina,False,Lindsey O. Graham,republican,600010,1102912,Alex Sanders,democrat,487359,112651,0.10213960859977944
2002,South Carolina,False,Lindsey O. Graham,republican,600010,1102912,Alex Sanders,democrat,487359,112651,0.10213960859977944
2004,South Carolina,False,Jim DeMint,republican,857167,1597221,Inez Tenenbaum,democrat,704384,152783,0.0956555166755258
2004,South Carolina,False,Jim DeMint,republican,857167,1597221,Inez Tenenbaum,democrat,704384,152783,0.0956555166755258
2008,South Carolina,False,Lindsey Graham,republican,1076534,1871431,Bob Conley,democrat,790621,285913,0.15277774067010752
2008,South Carolina,False,Lindsey Graham,republican,1076534,1871431,Bob Conley,democrat,790621,285913,0.15277774067010752
2010,South Carolina,False,Jim DeMint,republican,810771,1318794,Alvin M. Greene,democrat,364598,446173,0.3383189489791431
2010,South Carolina,False,Jim DeMint,republican,810771,1318794,Alvin M. Greene,democrat,364598,446173,0.3383189489791431
2014,South Carolina,False,Tim Scott,republican,757215,1238982,Lindsey Graham,republican,672941,84274,0.0680187444208229
2014,South Carolina,False,Tim Scott,republican,757215,1238982,Lindsey Graham,republican,672941,84274,0.0680187444208229
2016,South Carolina,False,Tim Scott,republican,1241609,2049893,Thomas Dixon,democrat,704540,537069,0.26199855309521036
2016,South Carolina,False,Tim Scott,republican,1241609,2049893,Thomas Dixon,democrat,704540,537069,0.26199855309521036
2002,South Dakota,False,Tim Johnson,democrat,167481,337501,John Thune,republican,166949,532,0.0015762916258025839
2002,South Dakota,False,Tim Johnson,democrat,167481,337501,John Thune,republican,166949,532,0.0015762916258025839
2004,South Dakota,False,John Thune,republican,197848,391188,Tom Daschle,democrat,193340,4508,0.0115238708753847
2004,South Dakota,False,John Thune,republican,197848,391188,Tom Daschle,democrat,193340,4508,0.0115238708753847
2008,South Dakota,False,Tim Johnson,democrat,237889,380673,Joel Dykstra,republican,142784,95105,0.2498338468974684
2008,South Dakota,False,Tim Johnson,democrat,237889,380673,Joel Dykstra,republican,142784,95105,0.2498338468974684
2014,South Dakota,False,Mike Rounds,republican,140741,279412,Rick Weiland,democrat,82456,58285,0.20859877170629748
2014,South Dakota,False,Mike Rounds,republican,140741,279412,Rick Weiland,democrat,82456,58285,0.20859877170629748
2016,South Dakota,False,John R. Thune,republican,265516,369656,Jay Williams,democrat,104140,161376,0.4365572315882875
2016,South Dakota,False,John R. Thune,republican,265516,369656,Jay Williams,democrat,104140,161376,0.4365572315882875
2000,Tennessee,False,Bill Frist,republican,1255444,1928613,Jeff Clark,democrat,621152,634292,0.3288850588479908
2000,Tennessee,False,Bill Frist,republican,1255444,1928613,Jeff Clark,democrat,621152,634292,0.3288850588479908
2002,Tennessee,False,Lamar Alexander,republican,891498,1642432,Bob Clement,democrat,728232,163266,0.09940502864045508
2002,Tennessee,False,Lamar Alexander,republican,891498,1642432,Bob Clement,democrat,728232,163266,0.09940502864045508
2006,Tennessee,False,Bob Corker,republican,929911,1833695,"Harold E. Ford, Jr.",democrat,879976,49935,0.027231900615969418
2006,Tennessee,False,Bob Corker,republican,929911,1833695,"Harold E. Ford, Jr.",democrat,879976,49935,0.027231900615969418
2008,Tennessee,False,Lamar Alexander,republican,1579477,2424585,Robert D. Tuke,democrat,767236,812241,0.33500207251962705
2008,Tennessee,False,Lamar Alexander,republican,1579477,2424585,Robert D. Tuke,democrat,767236,812241,0.33500207251962705
2012,Tennessee,False,Bob Corker,republican,1506443,2321477,Mark E. Clayton,democrat,705882,800561,0.34484985205539403
2012,Tennessee,False,Bob Corker,republican,1506443,2321477,Mark E. Clayton,democrat,705882,800561,0.34484985205539403
2014,Tennessee,False,Lamar Alexander,republican,850087,1374065,Gordon Ball,democrat,437848,412239,0.3000141914683803
2014,Tennessee,False,Lamar Alexander,republican,850087,1374065,Gordon Ball,democrat,437848,412239,0.3000141914683803
2018,Tennessee,False,Marsha Blackburn,republican,1227483,2243740,Phil Bredesen,democrat,985450,242033,0.10787034148341612
2018,Tennessee,False,Marsha Blackburn,republican,1227483,2243740,Phil Bredesen,democrat,985450,242033,0.10787034148341612
2000,Texas,False,Kay Bailey Hutchison,republican,4078954,6267964,Gene Kelly,democrat,2025024,2053930,0.3276869490635237
2000,Texas,False,Kay Bailey Hutchison,republican,4078954,6267964,Gene Kelly,democrat,2025024,2053930,0.3276869490635237
2002,Texas,False,John Cornyn,republican,2496243,4514012,Ron Kirk,democrat,1955758,540485,0.1197349497520166
