year,state,district,h_writein,h_special,h_runoff,h_winner,h_party,h_winVotes,h_totalVotes,h_runnerUp,h_ruParty,h_ruVotes,h_rawMargin,h_decMargin,p_winner,p_party,p_winVotes,p_totalVotes,p_runnerUp,p_ruParty,p_ruVotes,p_rawMargin,p_decMargin,s_writein,s_winner,s_party,s_winVotes,s_totalVotes,s_runnerUp,s_ruParty,s_ruVotes,s_rawMargin,s_decMargin
2010,Alabama,1,0.0,0.0,,Jo Bonner,republican,129063.0,156281.0,David Walter,constitution,26357.0,102706.0,0.6571880138980426,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,1,0.0,0.0,,Jo Bonner,republican,129063.0,156281.0,David Walter,constitution,26357.0,102706.0,0.6571880138980426,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,1,0.0,0.0,,Jo Bonner,republican,129063.0,156281.0,David Walter,constitution,26357.0,102706.0,0.6571880138980426,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,1,0.0,0.0,,Jo Bonner,republican,129063.0,156281.0,David Walter,constitution,26357.0,102706.0,0.6571880138980426,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,2,0.0,0.0,,Martha Roby,republican,111645.0,219028.0,Bobby Bright,democrat,106865.0,4780.0,0.02182369377431204,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,2,0.0,0.0,,Martha Roby,republican,111645.0,219028.0,Bobby Bright,democrat,106865.0,4780.0,0.02182369377431204,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,2,0.0,0.0,,Martha Roby,republican,111645.0,219028.0,Bobby Bright,democrat,106865.0,4780.0,0.02182369377431204,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,2,0.0,0.0,,Martha Roby,republican,111645.0,219028.0,Bobby Bright,democrat,106865.0,4780.0,0.02182369377431204,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,3,0.0,0.0,,Mike Rogers,republican,117736.0,198139.0,Steve Segrest,democrat,80204.0,37532.0,0.18942257707972687,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,3,0.0,0.0,,Mike Rogers,republican,117736.0,198139.0,Steve Segrest,democrat,80204.0,37532.0,0.18942257707972687,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,3,0.0,0.0,,Mike Rogers,republican,117736.0,198139.0,Steve Segrest,democrat,80204.0,37532.0,0.18942257707972687,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,3,0.0,0.0,,Mike Rogers,republican,117736.0,198139.0,Steve Segrest,democrat,80204.0,37532.0,0.18942257707972687,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
2010,Alabama,4,0.0,0.0,,Robert B. Aderholt,republican,167714.0,169721.0,,,2007.0,165707.0,0.9763494205195586,,,,,,,,,,0.0,Richard C. Shelby,republican,968181.0,1485499.0,William G. Barnes,democrat,515619.0,452562.0,0.30465318387962564
